日期,id,车型,制造商,价格范围,销量
2023-02,4989,奥迪Q5L Sportback,奥迪,30.50-42.98万,676
2023-02,4730,本田CR-V PHEV,本田,22.59-26.99万,667
2023-02,3478,蔚来ET7,蔚来,42.80-51.60万,649
2023-02,4961,ID.6 CROZZ,大众,19.59-27.39万,642
2023-02,4654,风行T5 EVO,东风风行,9.99-13.99万,641
2023-02,5416,岚图梦想家 EV,岚图,33.99-46.99万,637
2023-02,2827,奕泽IZOA,丰田,14.98-18.98万,626
2023-02,32,MG6,名爵,10.38-13.98万,623
2023-02,6081,吉利几何M6,吉利几何,14.98-18.98万,621
2023-02,5878,ZEEKR 009,极氪,43.90-78.90万,616
2023-02,4180,柯米克GT,斯柯达,11.99万,608
2023-02,2151,红旗HS7,红旗,20.08-28.08万,594
2023-02,1712,风光S560,东风风光,6.79-7.89万,593
2023-02,5857,长安欧尚Z6 iDD新能源,长安欧尚,12.58-14.58万,592
2023-02,4921,哈弗赤兔,哈弗,8.28-12.88万,587
2023-02,5788,元宝,北京汽车制造厂,2.97-5.19万,575
2023-02,5283,领克09 EM-P,领克,27.48-31.48万,570
2023-02,2820,风行T5,东风风行,6.79-13.99万,560
2023-02,859,凯迪拉克CT6,凯迪拉克,27.97-38.97万,559
2023-02,4703,风光500,东风风光,6.18-8.58万,553
2023-02,4334,奥迪Q4 e-tron,奥迪,19.50-36.70万,553
2023-02,4990,奥迪Q3 Sportback,奥迪,19.60-34.10万,551
2023-02,4759,领裕,福特,15.38-20.18万,547
2023-02,4182,凯迪拉克CT4,凯迪拉克,21.97-25.97万,543
2023-02,4380,吉利几何C,吉利几何,14.37-20.78万,540
2023-02,4146,红旗E-HS9,红旗,43.98-70.98万,537
2023-02,5162,欧萌达,奇瑞,12.99万,521
2023-02,5034,库斯途,现代,17.18-22.08万,518
2023-02,1628,启辰D60,启辰,8.88-9.98万,517
2023-02,5389,风光MINIEV,东风风光,3.26-5.91万,499
2023-02,4081,雪佛兰畅巡,雪佛兰,18.29-19.79万,498
2023-02,5924,岚图梦想家 PHEV,岚图,32.99-63.99万,494
2023-02,1463,长安CS95,长安,16.79-19.19万,492
2023-02,653,哈弗H9,哈弗,17.49-23.09万,478
2023-02,4339,飞行家,林肯,40.58-66.88万,472
2023-02,4320,五菱荣光EV,五菱汽车,10.88-11.88万,472
2023-02,1151,奇骏,日产,13.13-26.29万,468
2023-02,5081,领克09,领克,22.78-23.48万,450
2023-02,4760,岚图FREE,岚图,21.89-24.69万,450
2023-02,4819,思皓花仙子,思皓,5.99-7.49万,449
2023-02,4425,探岳X,大众,16.79-19.79万,442
2023-02,1422,英菲尼迪Q50L,英菲尼迪,26.48-38.98万,436
2023-02,1211,大通G10,上汽大通MAXUS,10.30-18.48万,436
2023-02,4535,荣威iMAX8,荣威,16.58-23.58万,432
2023-02,5897,星迈罗,雪佛兰,13.99-16.49万,429
2023-02,5251,哈弗神兽,哈弗,13.00-16.70万,424
2023-02,3001,途观L PHEV,大众,21.61-22.70万,423
2023-02,5813,奔驰EQE,奔驰,47.80-62.70万,421
2023-02,3453,启辰T60 EV,启辰,18.98万,411
2023-02,1792,沃尔沃XC60 PHEV,沃尔沃,39.09-60.39万,403
2023-02,2867,奔腾T77,奔腾,11.48-12.38万,396
2023-02,1616,蔚来ES8,蔚来,49.80-59.80万,395
2023-02,5122,创维EV6,创维汽车,10.98-32.98万,393
2023-02,1241,明锐,斯柯达,14.39-15.49万,392
2023-02,5385,凌宝Uni,凌宝汽车,2.98-3.98万,385
2023-02,2889,菲斯塔,现代,13.88-15.48万,384
2023-02,4794,奔腾T55,奔腾,8.59-10.49万,382
2023-02,1579,劲客,日产,7.98-9.38万,382
2023-02,5386,风行游艇,东风风行,11.99-15.69万,380
2023-02,437,风光330,东风风光,4.19-6.88万,379
2023-02,213,奔驰C级PHEV,奔驰,41.06万,377
2023-02,4381,马自达CX-30,马自达,9.99-13.99万,376
2023-02,4688,枫叶80v,睿蓝汽车,8.98-17.87万,365
2023-02,6056,凯翼昆仑,凯翼,9.89-15.99万,360
2023-02,4839,皓影 PHEV,本田,17.59-21.99万,343
2023-02,3022,长安之星9 EV,长安凯程,13.28-16.89万,340
2023-02,2993,长安CS85 COUPE,长安,11.49-15.99万,337
2023-02,585,锐界,福特,19.88-29.18万,335
2023-02,2883,领克01 EM-P,领克,18.58-21.38万,328
2023-02,1183,荣威eRX5,荣威,13.59-14.79万,325
2023-02,2937,沃尔沃S90 PHEV,沃尔沃,34.90-61.39万,317
2023-02,5842,腾势D9 EV,腾势,34.98-46.98万,310
2023-02,5958,VGV U70Pro,中国重汽VGV,7.78-11.58万,304
2023-02,2970,启辰T60,启辰,8.68-11.28万,303
2023-02,4302,奥迪A7L,奥迪,41.87-66.62万,289
2023-02,5980,昂扬,别克,15.29-17.89万,286
2023-02,1357,创酷,雪佛兰,10.99-12.89万,277
2023-02,4276,启辰星,启辰,12.66-14.96万,273
2023-02,338,标致2008,标致,9.97万,265
2023-02,5390,风光380,东风风光,5.28-6.08万,261
2023-02,1661,柯珞克,斯柯达,14.99-15.49万,261
2023-02,5063,大家9 EV,上汽大通MAXUS,25.39-40.39万,258
2023-02,4894,ID.6 X,大众,19.39-22.79万,258
2023-02,5358,IQ锐歌,凯迪拉克,24.77-41.97万,252
2023-02,4426,AION V,埃安,12.18-18.18万,250
2023-02,341,标致5008,标致,14.97-20.47万,243
2023-02,4870,智己L7,智己汽车,29.19-57.88万,242
2023-02,4637,极狐 阿尔法S,ARCFOX极狐,18.98-32.98万,236
2023-02,4340,领克06 EM-P,领克,13.38-14.28万,236
2023-02,1318,索纳塔,现代,13.98-18.68万,236
2023-02,5443,魔方,北京汽车,9.99-13.19万,231
2023-02,3360,奔驰A级AMG,奔驰,41.13万,223
2023-02,4792,星途凌云,星途,11.77-15.49万,220
2023-02,1245,柯迪亚克,斯柯达,19.19-24.39万,218
2023-02,5911,睿蓝X3 PRO,睿蓝汽车,4.89-5.79万,215
2023-02,5067,EVOS,福特,15.98-21.98万,212
2023-02,5293,YOUNG光小新,电动屋,6.58-8.48万,211
2023-02,6070,狮铂拓界,起亚,12.38-23.78万,206
2023-02,4980,飞凡R7,飞凡汽车,18.99-22.99万,200
2023-02,4385,极狐 阿尔法T,ARCFOX极狐,18.58-28.08万,197
2023-02,2167,嘉际,吉利汽车,10.97-14.28万,194
2023-02,4086,艾瑞泽e,奇瑞新能源,15.28-15.78万,192
2023-02,3932,奔驰EQB,奔驰,35.20-42.80万,181
2023-02,1119,起亚K5,起亚,12.38-17.38万,180
2023-02,4542,远志M1,大运,17.48-31.88万,170
2023-02,1642,天逸 C5 AIRCROSS,雪铁龙,13.27-17.77万,170
2023-02,4391,e爱丽舍,东风富康,12.98-13.98万,163
2023-02,5106,零跑C01,零跑汽车,12.61-14.81万,162
2023-02,5364,奥迪Q6,奥迪,46.76-61.56万,160
2023-02,1324,胜达,现代,19.58-26.88万,160
2023-02,6069,合创A06,合创汽车,13.98-26.98万,158
2023-02,5151,枫叶60s,睿蓝汽车,14.98-15.98万,156
2023-02,4858,羿,江铃集团新能源,11.88-19.98万,152
2023-02,5818,荣威iMAX8 EV,荣威,25.98-35.98万,149
2023-02,5438,大通G90,上汽大通MAXUS,18.99-31.99万,146
2023-02,1423,英菲尼迪QX50,英菲尼迪,35.08-39.18万,141
2023-02,1793,菱智M5 EV,东风风行,14.99-19.69万,140
2023-02,340,标致4008,标致,12.97-13.97万,136
2023-02,5297,欧拉芭蕾猫,欧拉,14.98-17.98万,128
2023-02,5014,小虎FEV,小虎,4.19-5.59万,127
2023-02,2828,海马8S,海马,7.99-13.69万,122
2023-02,2982,领界,福特,10.98-16.48万,117
2023-02,337,标致508L,标致,14.67-19.07万,117
2023-02,4867,摩卡PHEV,魏牌,23.18-23.88万,115
2023-02,5002,奥迪Q5 e-tron,奥迪,29.85-43.25万,114
2023-02,1406,森雅R7,一汽,7.98-8.98万,110
2023-02,1729,奔驰EQA,奔驰,32.20万,103
2023-02,1810,风行S50 EV,东风风行,15.09-16.99万,102
2023-02,1243,速派,斯柯达,11.99-13.99万,92
2023-02,4890,福特电马,福特,23.98-35.98万,84
2023-02,5149,奔腾B70S,奔腾,10.99-14.29万,83
2023-02,6003,睿蓝9,睿蓝汽车,15.99-19.79万,74
2023-02,5888,无界Pro,奇瑞新能源,8.49-11.09万,72
2023-02,3474,奔腾T99,奔腾,13.49-18.69万,72
2023-02,5898,小麒麟,江铃集团新能源,4.99-5.19万,71
2023-02,4329,RAV4荣放PHEV,丰田,24.88-29.78万,69
2023-02,407,途安L,大众,14.68-17.58万,67
2023-02,5895,ARIYA 艾睿雅,日产,14.49-22.79万,64
2023-02,4196,开拓者,雪佛兰,19.49-26.69万,63
2023-02,1719,焕驰,起亚,6.49-6.89万,54
2023-02,573,途睿欧,福特,19.96-25.00万,54
2023-02,1126,嘉华,起亚,22.89-27.99万,53
2023-02,1647,北京越野BJ90,北京越野,47.80-49.80万,52
2023-02,4813,威兰达PHEV,丰田,25.68-29.18万,49
2023-02,5580,富康ES600,东风富康,15.38-16.38万,47
2023-02,5294,英菲尼迪QX60,英菲尼迪,37.88-51.88万,46
2023-02,5392,e:NP1 极湃1,本田,12.50-16.80万,44
2023-02,5188,VGV U75PLUS,中国重汽VGV,11.79-15.19万,44
2023-02,3720,星途揽月,星途,16.99-19.99万,38
2023-02,5934,海马7X-E,海马,21.98-25.98万,37
2023-02,165,北京越野BJ80,北京越野,29.80-39.80万,34
2023-02,1280,沃尔沃S60 PHEV,沃尔沃,33.39-38.29万,29
2023-02,5474,瑞风E3,江淮瑞风,13.99-20.88万,28
2023-02,5367,炫界Pro EV,凯翼,11.99-17.66万,23
2023-02,5418,红旗国耀,红旗,136.58-146.58万,21
2023-02,6205,岚图追光 EV,岚图,27.29-33.59万,20
2023-02,3724,DS 9,DS,27.49-34.99万,19
2023-02,3028,易至EV3,江铃集团新能源,5.28-6.68万,18
2023-02,3096,广汽本田VE-1,理念,11.88-14.58万,17
2023-02,1805,DS 7,DS,24.99-32.99万,17
2023-02,3710,CLEVER,荣威,5.20万,16
2023-02,3083,星途追风,星途,10.99-15.28万,16
2023-02,4795,绎乐,广汽集团,16.78-18.98万,13
2023-02,3503,AION LX,埃安,28.66-46.96万,13
2023-02,3337,奥迪Q2L e-tron,奥迪,24.38万,12
2023-02,2813,风光ix5,东风风光,9.98-16.59万,12
2023-02,4157,DS 9 PHEV,DS,33.49-40.49万,7
2023-02,4188,锐程CC,长安,9.79-11.29万,5
2023-02,558,新龙马汽车启腾M70,新龙马汽车,4.68-6.05万,3
2023-02,5567,星途追风C-DM,星途,13.98-19.58万,2
2023-02,3723,合创007,合创汽车,29.98万,2
2023-02,3383,DS 3 EV,DS,31.33-33.33万,2
2023-03,4363,Model Y,特斯拉,26.35-31.35万,54937
2023-03,4802,秦PLUS DM,比亚迪,7.28-11.38万,31310
2023-03,5248,元PLUS,比亚迪,10.98-14.58万,27907
2023-03,5008,海豚,比亚迪,9.18-12.58万,27687
2023-03,3101,AION S,埃安,11.88-16.99万,26392
2023-03,393,朗逸,大众,6.59-10.00万,24427
2023-03,4865,宋PLUS DM,比亚迪,11.98-17.58万,24038
2023-03,1145,轩逸,日产,6.98-14.48万,23170
2023-03,4499,五菱宏光MINIEV,五菱汽车,2.38-9.99万,23159
2023-03,3762,Model 3,特斯拉,23.55-33.95万,21726
2023-03,289,雅阁,本田,12.48-18.38万,20158
2023-03,414,速腾,大众,7.79-15.89万,17938
2023-03,542,卡罗拉,丰田,9.68-13.58万,16833
2023-03,3196,长安CS75 PLUS,长安,8.99-13.49万,16729
2023-03,99,奥迪A6L,奥迪,28.28-50.80万,15203
2023-03,1455,逸动,长安,6.39-7.69万,15035
2023-03,649,哈弗H6,哈弗,7.19-12.19万,14706
2023-03,212,奔驰C级,奔驰,33.48-38.06万,13794
2023-03,4814,AION Y,埃安,10.98-14.58万,13267
2023-03,409,宝来,大众,6.49-9.59万,13001
2023-03,415,迈腾,大众,14.19-21.69万,12120
2023-03,353,别克GL8,别克,23.29-47.39万,11949
2023-03,148,宝马X1,宝马,16.69-40.99万,11852
2023-03,535,凯美瑞,丰田,12.18-20.98万,11703
2023-03,546,RAV4荣放,丰田,12.78-19.68万,11666
2023-03,3159,红旗HS5,红旗,12.88-19.48万,11586
2023-03,2835,探岳,大众,13.29-22.89万,11360
2023-03,398,帕萨特,大众,12.65-20.74万,11200
2023-03,214,奔驰E级,奔驰,45.18-59.98万,11192
2023-03,311,唐DM,比亚迪,16.98-26.98万,11132
2023-03,733,帝豪,吉利汽车,4.89-14.98万,11121
2023-03,1290,五菱宏光,五菱汽车,4.65-6.09万,10970
2023-03,280,本田CR-V,本田,18.59-26.39万,10821
2023-03,145,宝马3系,宝马,21.49-28.79万,10777
2023-03,534,雷凌,丰田,8.18-11.68万,10702
2023-03,6148,熊猫,吉利汽车,2.99-5.39万,10550
2023-03,2916,奥迪Q5L,奥迪,26.50-32.50万,10413
2023-03,5859,长安Lumin,长安,3.79-6.99万,10217
2023-03,6025,博越L,吉利汽车,10.37-14.27万,10135
2023-03,3504,宋Pro DM,比亚迪,8.98-13.28万,10026
2023-03,4615,坦克300,坦克,19.98-33.00万,9867
2023-03,96,奥迪A4L,奥迪,20.92-36.28万,9394
2023-03,5843,腾势D9 DM,腾势,33.98-60.06万,9391
2023-03,146,宝马5系,宝马,30.59-52.59万,9373
2023-03,1310,伊兰特,现代,9.98-14.98万,9311
2023-03,5369,锋兰达,丰田,8.78-14.68万,9271
2023-03,2812,宝马X3,宝马,34.99-48.69万,9016
2023-03,4899,秦PLUS EV,比亚迪,9.98-17.98万,8905
2023-03,5288,长安UNI-V,长安,9.39-13.99万,8659
2023-03,4857,星越L,吉利汽车,13.27-16.47万,8641
2023-03,5306,深蓝SL03,深蓝汽车,11.49-16.39万,8568
2023-03,1794,传祺M8,广汽传祺,16.98-33.28万,8420
2023-03,3476,星瑞,吉利汽车,9.27-13.57万,8334
2023-03,404,途观L,大众,12.68-21.48万,8326
2023-03,3094,科鲁泽,雪佛兰,9.49-10.89万,8197
2023-03,4074,北京EU5,北京汽车,12.99-17.19万,8135
2023-03,4172,威兰达,丰田,12.98-22.08万,7877
2023-03,3928,奔驰GLB,奔驰,31.19-36.79万,7786
2023-03,4563,哈弗大狗,哈弗,9.09-11.69万,7714
2023-03,6173,理想L7,理想汽车,30.18-35.98万,7702
2023-03,5382,卡罗拉锐放,丰田,9.98-15.48万,7661
2023-03,4300,汉EV,比亚迪,16.98-23.58万,7655
2023-03,1938,捷途X70,捷途,8.69-12.28万,7466
2023-03,3068,亚洲龙,丰田,15.88-23.68万,7418
2023-03,5273,宝马X5,宝马,51.00-73.50万,7245
2023-03,281,本田UR-V,本田,24.68-32.98万,7194
2023-03,2836,途岳,大众,7.99-16.29万,7114
2023-03,397,凌渡,大众,9.89-14.59万,6924
2023-03,2794,瑞虎8,奇瑞,7.99-15.99万,6889
2023-03,5847,护卫舰07,比亚迪,16.98-25.98万,6455
2023-03,5409,蔚来ET5,蔚来,29.80-35.60万,6437
2023-03,95,奥迪A3,奥迪,13.69-25.13万,6375
2023-03,345,威朗,别克,12.89-15.89万,6322
2023-03,4223,长安CS55 PLUS,长安,7.99-12.59万,6300
2023-03,5223,赛那,丰田,22.98-34.08万,6232
2023-03,6095,理想L8,理想汽车,32.18-37.98万,6224
2023-03,4228,汉DM,比亚迪,15.58-22.58万,6179
2023-03,4540,宋PLUS EV,比亚迪,14.18-17.58万,6050
2023-03,3171,捷达VS5,捷达,6.96-10.79万,6004
2023-03,1621,传祺GS3,广汽传祺,6.98-9.28万,5946
2023-03,5322,smart精灵#1,smart,15.49-28.49万,5911
2023-03,2975,缤越,吉利汽车,5.98-8.98万,5859
2023-03,5227,理想L9,理想汽车,40.98-43.98万,5831
2023-03,1594,哈弗M6,哈弗,7.19-9.29万,5829
2023-03,352,昂科威,别克,22.99-25.99万,5744
2023-03,2875,英仕派,本田,18.28-22.98万,5713
2023-03,1977,探歌,大众,10.79-12.87万,5662
2023-03,3172,捷达VA3,捷达,6.28-8.98万,5635
2023-03,1323,现代ix35,现代,12.18-16.78万,5626
2023-03,3736,凯迪拉克CT5,凯迪拉克,18.59-21.59万,5603
2023-03,276,思域,本田,12.99-18.79万,5603
2023-03,2913,奔驰A级,奔驰,25.13-27.57万,5595
2023-03,1150,逍客,日产,9.98-14.88万,5543
2023-03,2832,传祺M6,广汽传祺,10.48-14.48万,5488
2023-03,3365,奕炫,东风风神,6.49-10.68万,5430
2023-03,3359,微蓝6,别克,11.28-16.89万,5409
2023-03,5439,长安欧尚Z6,长安欧尚,8.69-12.09万,5228
2023-03,5579,海豹,比亚迪,16.78-23.98万,5201
2023-03,4342,领克06,领克,9.76-11.76万,5055
2023-03,3437,揽境,大众,20.19-30.19万,5042
2023-03,1623,领克03,领克,11.68-42.03万,5007
2023-03,1291,五菱荣光,五菱汽车,4.09-4.75万,4892
2023-03,1182,荣威RX5,荣威,7.49-15.59万,4872
2023-03,282,艾力绅,本田,27.98-33.18万,4820
2023-03,100,奥迪Q3,奥迪,18.40-33.58万,4658
2023-03,5015,ZEEKR 001,极氪,25.90-32.90万,4517
2023-03,31,MG5,名爵,5.79-7.59万,4505
2023-03,4079,皓影,本田,12.79-23.89万,4463
2023-03,6120,思皓X8 PLUS,思皓,10.98-17.68万,4382
2023-03,5557,皓极,东风风神,11.99-14.69万,4325
2023-03,1147,天籁,日产,12.78-18.78万,4290
2023-03,283,飞度,本田,8.18-10.38万,4250
2023-03,536,汉兰达,丰田,17.98-27.88万,4170
2023-03,6132,红旗H5,红旗,10.98-17.58万,4150
2023-03,5290,驱逐舰05,比亚迪,7.38-12.28万,4136
2023-03,4635,欧拉好猫,欧拉,9.38-12.38万,3970
2023-03,5257,QQ冰淇淋,奇瑞新能源,2.59-5.29万,3951
2023-03,1322,途胜,现代,15.98-22.58万,3945
2023-03,4538,宝马iX3,宝马,22.50-26.00万,3864
2023-03,1282,沃尔沃XC60,沃尔沃,24.90-45.89万,3775
2023-03,5858,格瑞维亚,丰田,29.98-41.68万,3732
2023-03,4840,皇冠陆放,丰田,28.48-33.28万,3697
2023-03,1081,艾瑞泽5,奇瑞,5.39-7.59万,3671
2023-03,5153,启辰大V,启辰,9.98-12.88万,3559
2023-03,5827,五菱佳辰,五菱汽车,6.48-9.78万,3511
2023-03,410,高尔夫,大众,12.48-15.34万,3504
2023-03,215,奔驰GLA,奔驰,29.99-34.69万,3478
2023-03,216,奔驰GLC,奔驰,42.78-53.13万,3451
2023-03,405,途昂,大众,19.90-33.90万,3438
2023-03,348,君威,别克,15.98-17.58万,3345
2023-03,6266,五菱缤果,五菱汽车,5.08-8.48万,3311
2023-03,5340,型格,本田,10.99-16.69万,3204
2023-03,4731,零跑C11,零跑汽车,13.38-19.51万,3154
2023-03,4838,宝马i3,宝马,19.39-25.19万,3147
2023-03,5092,红旗E-QM5,红旗,16.58-23.98万,3136
2023-03,5468,影酷,广汽传祺,11.18-13.98万,3117
2023-03,5852,艾瑞泽8,奇瑞,8.99-12.89万,3109
2023-03,5217,大众ID.3,大众,11.99-13.69万,3091
2023-03,1094,瑞虎7,奇瑞,6.99-12.98万,3085
2023-03,3275,哪吒U,哪吒汽车,11.88-20.68万,3056
2023-03,3352,小鹏P7,小鹏汽车,19.99-22.49万,3030
2023-03,391,Polo,大众,6.59-9.99万,3018
2023-03,1820,秦EV,比亚迪,15.58-16.98万,3015
2023-03,617,传祺GS8,广汽传祺,15.48-24.08万,2938
2023-03,4755,思皓A5,思皓,7.88-14.58万,2923
2023-03,735,帝豪EV,吉利几何,15.98-16.98万,2916
2023-03,4078,探影,大众,9.39-9.69万,2896
2023-03,1292,五菱之光,五菱汽车,3.51-3.79万,2820
2023-03,4986,凌放HARRIER,丰田,19.18-27.58万,2799
2023-03,3041,荣威i5,荣威,4.99-7.19万,2783
2023-03,3351,启辰D60 EV,启辰,13.98-14.78万,2743
2023-03,292,冠道,本田,18.98-27.98万,2702
2023-03,3981,冒险家,林肯,18.88-29.08万,2662
2023-03,861,凯迪拉克XT5,凯迪拉克,23.59-45.27万,2662
2023-03,5037,五菱星辰,五菱汽车,6.38-9.28万,2613
2023-03,4284,探险者,福特,30.98-39.98万,2543
2023-03,616,传祺GS4,广汽传祺,8.98-10.08万,2543
2023-03,5982,五菱星驰,五菱汽车,5.08-7.98万,2503
2023-03,5089,合创Z03,合创汽车,13.48-18.28万,2499
2023-03,3157,吉利几何A,吉利几何,11.98-12.98万,2479
2023-03,1014,马自达3 昂克赛拉,马自达,8.99-14.19万,2419
2023-03,5953,星途瑶光,星途,12.98-18.68万,2416
2023-03,445,菱智,东风风行,5.99-9.99万,2413
2023-03,336,标致408,标致,8.07-9.67万,2412
2023-03,2716,奔驰E级PHEV,奔驰,53.86万,2373
2023-03,291,奥德赛,本田,17.58-37.98万,2365
2023-03,3276,捷达VS7,捷达,8.79-12.39万,2362
2023-03,4353,长安UNI-T,长安,9.99-12.99万,2347
2023-03,1281,沃尔沃S90,沃尔沃,27.90-50.59万,2344
2023-03,1738,瑞虎5x,奇瑞,5.59-7.89万,2332
2023-03,164,北京越野BJ40,北京越野,13.98-26.99万,2331
2023-03,579,蒙迪欧,福特,12.58-22.98万,2301
2023-03,267,奔腾B70,奔腾,9.88-13.79万,2298
2023-03,5343,问界M5,AITO,22.98-27.98万,2292
2023-03,4586,ID.4 CROZZ,大众,13.99-23.36万,2260
2023-03,5004,小鹏P5,小鹏汽车,15.69-17.49万,2241
2023-03,5339,威飒,丰田,17.48-26.18万,2224
2023-03,5308,阿维塔 11,阿维塔,27.99-42.99万,2221
2023-03,5090,哪吒S,哪吒汽车,15.48-22.48万,2206
2023-03,279,本田XR-V,本田,11.99-13.99万,2157
2023-03,5878,ZEEKR 009,极氪,43.90-78.90万,2146
2023-03,4272,零跑T03,零跑汽车,5.39-6.52万,2100
2023-03,2963,奥迪Q2L,奥迪,12.98-19.00万,2093
2023-03,347,君越,别克,17.99-23.99万,2077
2023-03,5244,捷途大圣,捷途,7.99-12.19万,2063
2023-03,2928,缤瑞,吉利汽车,7.48-9.48万,2036
2023-03,6209,逸达,长安,6.99-9.59万,2031
2023-03,416,大众CC,大众,17.49-22.49万,1990
2023-03,4869,智己LS7,智己汽车,28.98-45.98万,1978
2023-03,2849,捷途X90,捷途,13.99-17.29万,1963
2023-03,4861,奔腾NAT,奔腾,13.98-16.48万,1926
2023-03,768,瑞风M3,江淮瑞风,6.58-12.79万,1900
2023-03,1101,小蚂蚁,奇瑞新能源,5.59-7.29万,1872
2023-03,5033,轩度,凯翼,7.98-9.39万,1850
2023-03,3334,锐际,福特,11.98-16.98万,1849
2023-03,5935,世纪,别克,46.99-68.99万,1833
2023-03,1092,瑞虎3x,奇瑞,4.99-6.19万,1803
2023-03,3052,长安CS35 PLUS,长安,6.99-8.19万,1751
2023-03,2971,凯迪拉克XT4,凯迪拉克,15.97-20.57万,1730
2023-03,5860,一汽丰田bZ4X,丰田,16.98-25.48万,1729
2023-03,4258,ID.4 X,大众,13.99-22.34万,1703
2023-03,5388,领睿,福特,11.88-16.18万,1689
2023-03,1355,迈锐宝XL,雪佛兰,17.59-21.99万,1658
2023-03,4160,威然,大众,19.99-29.99万,1645
2023-03,2880,吉利ICON,吉利汽车,9.19-11.39万,1625
2023-03,5048,凡尔赛C5 X,雪铁龙,12.67-16.97万,1624
2023-03,1359,探界者,雪佛兰,18.49-23.99万,1574
2023-03,5929,揽巡,大众,18.29-23.99万,1545
2023-03,6147,锐程PLUS,长安,8.49-10.79万,1542
2023-03,5251,哈弗神兽,哈弗,13.00-16.70万,1537
2023-03,6056,凯翼昆仑,凯翼,9.89-15.99万,1529
2023-03,4355,红旗H9,红旗,23.28-44.28万,1524
2023-03,4334,奥迪Q4 e-tron,奥迪,19.50-36.70万,1517
2023-03,5238,坦克500,坦克,33.50-39.50万,1506
2023-03,4313,发现运动版,路虎,38.83-39.99万,1505
2023-03,5850,骏行,国金汽车,15.98万,1500
2023-03,4787,影豹,广汽传祺,9.30-15.00万,1496
2023-03,6124,哈弗二代大狗PHEV,哈弗,12.28-15.38万,1482
2023-03,54,斯威X3,SWM斯威汽车,5.88万,1479
2023-03,244,威霆,奔驰,29.38-38.68万,1470
2023-03,288,缤智,本田,10.49-12.49万,1464
2023-03,1279,沃尔沃S60,沃尔沃,18.90-38.49万,1442
2023-03,5059,金海狮,SRM鑫源,6.09-10.59万,1432
2023-03,245,奔驰V级,奔驰,47.88-66.98万,1409
2023-03,5924,岚图梦想家 PHEV,岚图,32.99-63.99万,1399
2023-03,5053,欧拉闪电猫,欧拉,18.98-26.98万,1347
2023-03,993,揽胜极光,路虎,39.28-47.58万,1346
2023-03,3142,迈腾GTE,大众,18.69-20.19万,1342
2023-03,5820,问界M7,AITO,24.98-32.98万,1333
2023-03,4637,极狐 阿尔法S,ARCFOX极狐,18.98-32.98万,1287
2023-03,5819,蔚来ES7,蔚来,43.80-51.80万,1267
2023-03,1123,智跑,起亚,10.48-12.28万,1202
2023-03,4537,航海家,林肯,27.08-41.38万,1194
2023-03,2989,帕萨特PHEV,大众,19.22-20.11万,1176
2023-03,1636,丰田C-HR,丰田,15.28-19.28万,1160
2023-03,4961,ID.6 CROZZ,大众,19.59-27.39万,1157
2023-03,4760,岚图FREE,岚图,21.89-24.69万,1125
2023-03,3164,凯迪拉克XT6,凯迪拉克,34.99-55.27万,1115
2023-03,1760,荣威Ei5,荣威,15.28-16.68万,1102
2023-03,4629,哪吒V,哪吒汽车,7.39-10.38万,1098
2023-03,5817,吉利几何E萤火虫,吉利几何,5.98-8.48万,1092
2023-03,2779,斯威G01,SWM斯威汽车,26.98万,1078
2023-03,5923,长安UNI-V 智电iDD,长安,10.79-11.99万,1068
2023-03,5335,拿铁PHEV,魏牌,22.90-26.30万,1064
2023-03,337,标致508L,标致,14.67-19.07万,1064
2023-03,4201,海马7X,海马,12.98-16.38万,1052
2023-03,1475,欧诺S,长安凯程,4.69-5.44万,1047
2023-03,1211,大通G10,上汽大通MAXUS,10.30-18.48万,1042
2023-03,3095,享域,本田,10.98-16.99万,1030
2023-03,5968,纳米BOX,东风纳米,4.87-7.47万,1024
2023-03,5842,腾势D9 EV,腾势,34.98-46.98万,1007
2023-03,5828,MG4 EV,名爵,10.98-18.68万,1005
2023-03,4801,亚洲狮,丰田,14.18-17.98万,983
2023-03,5461,小鹏G9,小鹏汽车,24.88-27.88万,972
2023-03,2828,海马8S,海马,7.99-13.69万,961
2023-03,4989,奥迪Q5L Sportback,奥迪,30.50-42.98万,942
2023-03,5905,红旗HQ9,红旗,35.88-53.88万,934
2023-03,5561,北京越野BJ60,北京越野,23.98-28.58万,933
2023-03,4380,吉利几何C,吉利几何,14.37-20.78万,923
2023-03,4388,悦虎,大运,6.38-8.70万,921
2023-03,5106,零跑C01,零跑汽车,12.61-14.81万,918
2023-03,5151,枫叶60s,睿蓝汽车,14.98-15.98万,916
2023-03,4839,皓影 PHEV,本田,17.59-21.99万,913
2023-03,859,凯迪拉克CT6,凯迪拉克,27.97-38.97万,905
2023-03,2984,大通G50,上汽大通MAXUS,7.68-13.98万,904
2023-03,3355,沃尔沃XC40,沃尔沃,18.50-35.48万,902
2023-03,4796,凌尚,丰田,10.58-13.58万,897
2023-03,287,凌派,本田,9.68-14.68万,897
2023-03,5440,林肯Z,林肯,18.88-31.58万,895
2023-03,1622,领克01,领克,12.58-16.68万,895
2023-03,5034,库斯途,现代,17.18-22.08万,893
2023-03,1143,骐达TIIDA,日产,7.99-10.59万,890
2023-03,585,锐界,福特,19.88-29.18万,888
2023-03,5387,本田e:NS1,本田,17.50-21.80万,883
