日期,id,车型,制造商,价格范围,销量
2024-02,1016,马自达CX-5,马自达,12.58-19.78万,1733
2024-02,4635,欧拉好猫,欧拉,9.38-12.38万,1731
2024-02,8958,长安启源A07,长安启源,11.49-14.99万,1723
2024-02,3276,捷达VS7,捷达,8.79-12.39万,1720
2024-02,6036,本田HR-V,本田,15.99-22.89万,1715
2024-02,4787,影豹,广汽传祺,9.30-15.00万,1714
2024-02,4388,悦虎,大运,6.38-8.70万,1712
2024-02,164,北京越野BJ40,北京越野,13.98-26.99万,1692
2024-02,6126,丰田bZ3,丰田,16.98-19.98万,1674
2024-02,9261,纳米01,东风纳米,6.58-10.18万,1668
2024-02,4731,零跑C11,零跑汽车,13.38-19.51万,1661
2024-02,6261,海豹DM,比亚迪,14.98-21.98万,1641
2024-02,391,Polo,大众,6.59-9.99万,1636
2024-02,10270,坦克400 Hi4-T,坦克,28.58-28.98万,1539
2024-02,3157,吉利几何A,吉利几何,11.98-12.98万,1531
2024-02,288,缤智,本田,10.49-12.49万,1520
2024-02,9118,智己LS6,智己汽车,20.99-28.29万,1491
2024-02,445,菱智,东风风行,5.99-9.99万,1479
2024-02,4792,星途凌云,星途,11.77-15.49万,1467
2024-02,2875,英仕派,本田,18.28-22.98万,1458
2024-02,6294,小鹏X9,小鹏汽车,34.48-40.48万,1448
2024-02,1594,哈弗M6,哈弗,7.19-9.29万,1446
2024-02,4840,皇冠陆放,丰田,28.48-33.28万,1403
2024-02,1655,东风风神E70,东风风神,14.28-15.38万,1400
2024-02,1292,五菱之光,五菱汽车,3.51-3.79万,1362
2024-02,8834,阿维塔 12,阿维塔,26.99-70.00万,1315
2024-02,279,本田XR-V,本田,11.99-13.99万,1313
2024-02,4586,ID.4 CROZZ,大众,13.99-23.36万,1299
2024-02,5339,威飒,丰田,17.48-26.18万,1286
2024-02,9184,传祺E8 PHEV,广汽传祺,21.68-23.88万,1280
2024-02,4760,岚图FREE,岚图,21.89-24.69万,1260
2024-02,5409,蔚来ET5,蔚来,29.80-35.60万,1249
2024-02,585,锐界,福特,19.88-29.18万,1231
2024-02,1738,瑞虎5x,奇瑞,5.59-7.89万,1226
2024-02,4537,航海家,林肯,27.08-41.38万,1225
2024-02,5953,星途瑶光,星途,12.98-18.68万,1221
2024-02,4357,蔚来EC6,蔚来,35.80-41.60万,1209
2024-02,1143,骐达TIIDA,日产,7.99-10.59万,1200
2024-02,5048,凡尔赛C5 X,雪铁龙,12.67-16.97万,1198
2024-02,5924,岚图梦想家 PHEV,岚图,32.99-63.99万,1166
2024-02,8895,小鹏G6,小鹏汽车,17.68-19.88万,1161
2024-02,291,奥德赛,本田,17.58-37.98万,1151
2024-02,9173,荣威D7 DMH,荣威,7.98-9.98万,1146
2024-02,3437,揽境,大众,20.19-30.19万,1119
2024-02,4074,北京EU5,北京汽车,12.99-17.19万,1110
2024-02,4353,长安UNI-T,长安,9.99-12.99万,1109
2024-02,617,传祺GS8,广汽传祺,15.48-24.08万,1108
2024-02,4258,ID.4 X,大众,13.99-22.34万,1100
2024-02,5090,哪吒S,哪吒汽车,15.48-22.48万,1090
2024-02,1116,起亚K3,起亚,8.19-11.29万,1089
2024-02,4981,元Pro,比亚迪,7.98-9.78万,1083
2024-02,5468,影酷,广汽传祺,11.18-13.98万,1074
2024-02,5935,世纪,别克,46.99-68.99万,1071
2024-02,2928,缤瑞,吉利汽车,7.48-9.48万,1049
2024-02,1101,小蚂蚁,奇瑞新能源,5.59-7.29万,1020
2024-02,1182,荣威RX5,荣威,7.49-15.59万,1012
2024-02,861,凯迪拉克XT5,凯迪拉克,23.59-45.27万,1010
2024-02,292,冠道,本田,18.98-27.98万,1005
2024-02,3981,冒险家,林肯,18.88-29.08万,947
2024-02,1820,秦EV,比亚迪,15.58-16.98万,923
2024-02,4284,探险者,福特,30.98-39.98万,909
2024-02,6147,锐程PLUS,长安,8.49-10.79万,906
2024-02,5343,问界M5,AITO,22.98-27.98万,906
2024-02,4783,长安UNI-K,长安,12.99-15.99万,905
2024-02,993,揽胜极光,路虎,39.28-47.58万,901
2024-02,215,奔驰GLA,奔驰,29.99-34.69万,900
2024-02,1279,沃尔沃S60,沃尔沃,18.90-38.49万,890
2024-02,282,艾力绅,本田,27.98-33.18万,870
2024-02,347,君越,别克,17.99-23.99万,868
2024-02,5461,小鹏G9,小鹏汽车,24.88-27.88万,861
2024-02,5059,金海狮,SRM鑫源,6.09-10.59万,861
2024-02,3352,小鹏P7,小鹏汽车,19.99-22.49万,836
2024-02,5417,红旗H6,红旗,13.58-19.58万,823
2024-02,1579,劲客,日产,7.98-9.38万,806
2024-02,9225,智界S7,智界,22.98-34.98万,794
2024-02,6336,启辰大V DD-i,启辰,9.89-14.99万,792
2024-02,1092,瑞虎3x,奇瑞,4.99-6.19万,790
2024-02,6160,悦也,宝骏,5.58-8.98万,788
2024-02,6235,仰望U8,仰望,109.80万,780
2024-02,1636,丰田C-HR,丰田,15.28-19.28万,780
2024-02,735,帝豪EV,吉利几何,15.98-16.98万,775
2024-02,3721,斯威G05,SWM斯威汽车,8.69-12.98万,771
2024-02,1475,欧诺S,长安凯程,4.69-5.44万,768
2024-02,3928,奔驰GLB,奔驰,31.19-36.79万,764
2024-02,6070,狮铂拓界,起亚,12.38-23.78万,752
2024-02,4334,奥迪Q4 e-tron,奥迪,19.50-36.70万,750
2024-02,2971,凯迪拉克XT4,凯迪拉克,15.97-20.57万,746
2024-02,5153,启辰大V,启辰,9.98-12.88万,744
2024-02,8803,奔腾T90,奔腾,10.88-13.98万,738
2024-02,4313,发现运动版,路虎,38.83-39.99万,730
2024-02,2984,大通G50,上汽大通MAXUS,7.68-13.98万,725
2024-02,3334,锐际,福特,11.98-16.98万,721
2024-02,5847,护卫舰07,比亚迪,16.98-25.98万,705
2024-02,3455,比亚迪e2,比亚迪,8.98-14.78万,699
2024-02,8934,赛图斯,起亚,8.59-12.59万,697
2024-02,5557,皓极,东风风神,11.99-14.69万,691
2024-02,4160,威然,大众,19.99-29.99万,685
2024-02,5283,领克09 EM-P,领克,27.48-31.48万,683
2024-02,5579,海豹,比亚迪,16.78-23.98万,678
2024-02,768,瑞风M3,江淮瑞风,6.58-12.79万,674
2024-02,9181,帕拉丁,东风风度,16.98-26.18万,673
2024-02,8808,风云A8,奇瑞风云,7.99-10.99万,668
2024-02,616,传祺GS4,广汽传祺,8.98-10.08万,664
2024-02,2779,斯威G01,SWM斯威汽车,26.98万,658
2024-02,4311,炫界,凯翼,6.39-9.49万,646
2024-02,6087,传祺E9 PHEV,广汽传祺,29.98-40.98万,639
2024-02,3351,启辰D60 EV,启辰,13.98-14.78万,632
2024-02,2963,奥迪Q2L,奥迪,12.98-19.00万,629
2024-02,8930,曹操60,曹操汽车,12.98-16.98万,626
2024-02,245,奔驰V级,奔驰,47.88-66.98万,602
2024-02,5089,合创Z03,合创汽车,13.48-18.28万,601
2024-02,5106,零跑C01,零跑汽车,12.61-14.81万,596
2024-02,244,威霆,奔驰,29.38-38.68万,594
2024-02,4426,AION V,埃安,12.18-18.18万,589
2024-02,5912,ZR-V 致在,本田,10.69-17.59万,587
2024-02,5308,阿维塔 11,阿维塔,27.99-42.99万,579
2024-02,4302,奥迪A7L,奥迪,41.87-66.62万,577
2024-02,4355,红旗H9,红旗,23.28-44.28万,562
2024-02,9131,极石01,极石汽车,28.49-34.49万,552
2024-02,8795,哈弗枭龙MAX,哈弗,暂无报价,543
2024-02,4986,凌放HARRIER,丰田,19.18-27.58万,540
2024-02,5389,风光MINIEV,东风风光,3.26-5.91万,537
2024-02,9208,哪吒AYA,哪吒汽车,6.58-8.08万,536
2024-02,5886,锐胜王牌M7,北京汽车制造厂,6.18-15.38万,531
2024-02,8946,ID.7 VIZZION,大众,19.77-23.27万,523
2024-02,2880,吉利ICON,吉利汽车,9.19-11.39万,511
2024-02,9346,捷途山海L9,捷途,14.99-21.29万,510
2024-02,281,本田UR-V,本田,24.68-32.98万,509
2024-02,4340,领克06 EM-P,领克,13.38-14.28万,503
2024-02,3142,迈腾GTE,大众,18.69-20.19万,502
2024-02,8965,星纪元ES,星途,15.28-29.99万,482
2024-02,5322,smart精灵#1,smart,15.49-28.49万,470
2024-02,4989,奥迪Q5L Sportback,奥迪,30.50-42.98万,463
2024-02,4796,凌尚,丰田,10.58-13.58万,462
2024-02,6124,哈弗二代大狗PHEV,哈弗,12.28-15.38万,451
2024-02,1456,逸动EV,长安,14.99万,449
2024-02,1789,捷豹XEL,捷豹,32.98-34.18万,447
2024-02,4425,探岳X,大众,16.79-19.79万,438
2024-02,4569,凯捷Victory,五菱汽车,8.58-14.98万,431
2024-02,6312,哪吒GT,哪吒汽车,18.88-22.68万,426
2024-02,2151,红旗HS7,红旗,20.08-28.08万,420
2024-02,9187,传祺ES9 PHEV,广汽传祺,22.98-26.98万,418
2024-02,5565,斯威大虎,SWM斯威汽车,5.99-7.89万,414
2024-02,1616,蔚来ES8,蔚来,49.80-59.80万,414
2024-02,6253,ZEEKR X,极氪,14.90-19.90万,411
2024-02,5474,瑞风E3,江淮瑞风,13.99-20.88万,410
2024-02,3355,沃尔沃XC40,沃尔沃,18.50-35.48万,406
2024-02,3932,奔驰EQB,奔驰,35.20-42.80万,405
2024-02,6303,高山,魏牌,33.58-40.58万,403
2024-02,5034,库斯途,现代,17.18-22.08万,400
2024-02,859,凯迪拉克CT6,凯迪拉克,27.97-38.97万,400
2024-02,4869,智己LS7,智己汽车,28.98-45.98万,395
2024-02,6080,吉利几何G6,吉利几何,11.98-18.28万,392
2024-02,3720,星途揽月,星途,16.99-19.99万,392
2024-02,9032,五菱星云,五菱汽车,8.08-9.48万,386
2024-02,6328,启辰VX6,启辰,11.49-13.99万,386
2024-02,3077,唐EV,比亚迪,21.98-26.98万,380
2024-02,5364,奥迪Q6,奥迪,46.76-61.56万,370
2024-02,5896,五菱Air ev晴空,五菱汽车,5.78-6.98万,369
2024-02,9167,岚图追光 PHEV,岚图,23.28-25.78万,366
2024-02,3066,途铠,大众,8.39-12.99万,366
2024-02,6321,哈弗H5,哈弗,12.28-15.78万,364
2024-02,5813,奔驰EQE,奔驰,47.80-62.70万,364
2024-02,6271,别克E5,别克,16.99-21.39万,363
2024-02,4980,飞凡R7,飞凡汽车,18.99-22.99万,361
2024-02,4542,远志M1,大运,17.48-31.88万,359
2024-02,6365,雅阁 PHEV,本田,17.58-20.88万,357
2024-02,5440,林肯Z,林肯,18.88-31.58万,355
2024-02,5788,元宝,北京汽车制造厂,2.97-5.19万,352
2024-02,798,捷豹XFL,捷豹,43.99-48.79万,351
2024-02,2890,奕跑,起亚,5.88-7.28万,348
2024-02,5898,小麒麟,江铃集团新能源,4.99-5.19万,340
2024-02,4416,奔奔E-Star,长安欧尚,7.99万,339
2024-02,4703,风光500,东风风光,6.18-8.58万,335
2024-02,4901,五菱征程,五菱汽车,6.98-9.08万,325
2024-02,4759,领裕,福特,15.38-20.18万,325
2024-02,2827,奕泽IZOA,丰田,14.98-18.98万,325
2024-02,1729,奔驰EQA,奔驰,32.20万,319
2024-02,5387,本田e:NS1,本田,17.50-21.80万,318
2024-02,6056,凯翼昆仑,凯翼,9.89-15.99万,317
2024-02,1243,速派,斯柯达,11.99-13.99万,313
2024-02,9343,探陆,日产,20.98-27.18万,312
2024-02,6313,马自达CX-50行也,马自达,15.98-23.98万,312
2024-02,4730,本田CR-V PHEV,本田,22.59-26.99万,311
2024-02,1355,迈锐宝XL,雪佛兰,17.59-21.99万,311
2024-02,5802,风行雷霆,东风风行,9.98-22.99万,302
2024-02,437,风光330,东风风光,4.19-6.88万,302
2024-02,5871,创维HT-i,创维汽车,8.98-31.68万,300
2024-02,1123,智跑,起亚,10.48-12.28万,300
2024-02,6298,iCAR 03,iCAR,9.48-15.48万,296
2024-02,4078,探影,大众,9.39-9.69万,295
2024-02,6360,腾势N7,腾势,23.98-32.98万,294
2024-02,6208,奔驰EQE SUV,奔驰,48.60-63.06万,293
2024-02,5561,北京越野BJ60,北京越野,23.98-28.58万,293
2024-02,6060,凯翼拾月,凯翼,5.39-9.98万,289
2024-02,4990,奥迪Q3 Sportback,奥迪,19.60-34.10万,287
2024-02,4180,柯米克GT,斯柯达,11.99万,283
2024-02,5390,风光380,东风风光,5.28-6.08万,281
2024-02,653,哈弗H9,哈弗,17.49-23.09万,279
2024-02,9454,星瑞L,吉利汽车,11.97-13.97万,278
2024-02,1183,荣威eRX5,荣威,13.59-14.79万,274
2024-02,1211,大通G10,上汽大通MAXUS,10.30-18.48万,272
2024-02,9345,昊铂HT,昊铂,22.99-32.99万,268
2024-02,4320,五菱荣光EV,五菱汽车,10.88-11.88万,267
2024-02,5002,奥迪Q5 e-tron,奥迪,29.85-43.25万,260
2024-02,6272,smart精灵#3,smart,16.49-28.99万,256
2024-02,5997,睿蓝7,睿蓝汽车,11.57-17.37万,254
2024-02,2820,风行T5,东风风行,6.79-13.99万,253
2024-02,4503,凌宝BOX,凌宝汽车,3.98-6.88万,250
2024-02,4861,奔腾NAT,奔腾,13.98-16.48万,247
2024-02,5014,小虎FEV,小虎,4.19-5.59万,244
2024-02,9029,云朵,宝骏,9.58-14.58万,243
2024-02,5416,岚图梦想家 EV,岚图,33.99-46.99万,240
2024-02,1661,柯珞克,斯柯达,14.99-15.49万,236
2024-02,5443,魔方,北京汽车,9.99-13.19万,235
2024-02,6311,昊铂GT,昊铂,20.39-21.99万,232
2024-02,5878,ZEEKR 009,极氪,43.90-78.90万,232
2024-02,2989,帕萨特PHEV,大众,19.22-20.11万,230
2024-02,5162,欧萌达,奇瑞,12.99万,226
2024-02,4339,飞行家,林肯,40.58-66.88万,226
2024-02,1810,风行S50 EV,东风风行,15.09-16.99万,226
2024-02,4209,VGV U70,中国重汽VGV,7.79-11.89万,214
2024-02,5004,小鹏P5,小鹏汽车,15.69-17.49万,213
2024-02,5872,帝豪L HiP,吉利汽车,8.98-9.98万,204
2024-02,5842,腾势D9 EV,腾势,34.98-46.98万,203
2024-02,5053,欧拉闪电猫,欧拉,18.98-26.98万,201
2024-02,4801,亚洲狮,丰田,14.18-17.98万,200
2024-02,436,风光580,东风风光,7.99-12.99万,193
2024-02,4961,ID.6 CROZZ,大众,19.59-27.39万,184
2024-02,2867,奔腾T77,奔腾,11.48-12.38万,183
2024-02,5992,标致408X,标致,13.17-15.77万,179
2024-02,3083,星途追风,星途,10.99-15.28万,179
2024-02,8942,宝马iX1,宝马,16.79-20.79万,177
2024-02,5828,MG4 EV,名爵,10.98-18.68万,177
2024-02,9668,广汽丰田铂智4X,丰田,16.98-23.88万,174
2024-02,5250,MG ONE,名爵,8.78-10.98万,167
2024-02,5367,炫界Pro EV,凯翼,11.99-17.66万,166
2024-02,4663,本田LIFE,本田,9.78-11.28万,166
2024-02,9237,起亚EV5,起亚,13.48-24.08万,159
2024-02,4422,北京X7,北京汽车,11.99-13.99万,159
2024-02,4654,风行T5 EVO,东风风行,9.99-13.99万,157
2024-02,4080,昂科旗,别克,29.99-35.99万,155
2024-02,5067,EVOS,福特,15.98-21.98万,153
2024-02,1792,沃尔沃XC60 PHEV,沃尔沃,39.09-60.39万,151
2024-02,6205,岚图追光 EV,岚图,27.29-33.59万,150
2024-02,4535,荣威iMAX8,荣威,16.58-23.58万,149
2024-02,4201,海马7X,海马,12.98-16.38万,145
2024-02,5151,枫叶60s,睿蓝汽车,14.98-15.98万,141
2024-02,4182,凯迪拉克CT4,凯迪拉克,21.97-25.97万,139
2024-02,1359,探界者,雪佛兰,18.49-23.99万,139
2024-02,9792,爱跑,江淮钇为,15.29-18.99万,135
2024-02,3478,蔚来ET7,蔚来,42.80-51.60万,135
2024-02,3164,凯迪拉克XT6,凯迪拉克,34.99-55.27万,132
2024-02,1642,天逸 C5 AIRCROSS,雪铁龙,13.27-17.77万,132
2024-02,337,标致508L,标致,14.67-19.07万,127
2024-02,4146,红旗E-HS9,红旗,43.98-70.98万,125
2024-02,1245,柯迪亚克,斯柯达,19.19-24.39万,125
2024-02,1793,菱智M5 EV,东风风行,14.99-19.69万,123
2024-02,5895,ARIYA 艾睿雅,日产,14.49-22.79万,120
2024-02,3001,途观L PHEV,大众,21.61-22.70万,120
2024-02,2813,风光ix5,东风风光,9.98-16.59万,120
2024-02,6224,蔚来EC7,蔚来,45.80-54.80万,119
2024-02,6137,飞凡F7,飞凡汽车,18.99-30.99万,119
2024-02,5923,长安UNI-V 智电iDD,长安,10.79-11.99万,116
2024-02,4196,开拓者,雪佛兰,19.49-26.69万,116
2024-02,4870,智己L7,智己汽车,29.19-57.88万,114
2024-02,3710,CLEVER,荣威,5.20万,113
2024-02,5093,宝骏KiWi EV,宝骏,8.78-10.28万,106
2024-02,4867,摩卡PHEV,魏牌,23.18-23.88万,102
2024-02,1760,荣威Ei5,荣威,15.28-16.68万,102
2024-02,3028,易至EV3,江铃集团新能源,5.28-6.68万,101
2024-02,9486,江淮X8 PLUS,江淮汽车,8.98-17.98万,100
2024-02,5385,凌宝Uni,凌宝汽车,2.98-3.98万,100
2024-02,4894,ID.6 X,大众,19.39-22.79万,100
2024-02,5978,凯迪拉克GT4,凯迪拉克,14.99-23.97万,99
2024-02,2816,捷豹E-PACE,捷豹,26.38-32.10万,94
2024-02,5238,坦克500,坦克,33.50-39.50万,91
2024-02,32,MG6,名爵,10.38-13.98万,89
2024-02,8975,江淮QX PHEV,江淮汽车,8.99-19.69万,88
2024-02,5063,大家9 EV,上汽大通MAXUS,25.39-40.39万,84
2024-02,407,途安L,大众,14.68-17.58万,84
2024-02,6069,合创A06,合创汽车,13.98-26.98万,82
2024-02,1126,嘉华,起亚,22.89-27.99万,77
2024-02,4276,启辰星,启辰,12.66-14.96万,75
2024-02,5832,Polestar 4,Polestar极星,33.99-39.99万,74
2024-02,5297,欧拉芭蕾猫,欧拉,14.98-17.98万,74
2024-02,4794,奔腾T55,奔腾,8.59-10.49万,74
2024-02,8897,钇为3,江淮钇为,6.99-12.79万,73
2024-02,5472,合创V09,合创汽车,31.88-43.88万,71
2024-02,2937,沃尔沃S90 PHEV,沃尔沃,34.90-61.39万,71
2024-02,9125,荣威D7 EV,荣威,12.98-18.08万,70
2024-02,341,标致5008,标致,14.97-20.47万,70
2024-02,5980,昂扬,别克,15.29-17.89万,68
2024-02,4081,雪佛兰畅巡,雪佛兰,18.29-19.79万,67
2024-02,1119,起亚K5,起亚,12.38-17.38万,67
2024-02,6363,极狐 阿尔法T5,ARCFOX极狐,11.98-16.80万,65
2024-02,5819,蔚来ES7,蔚来,43.80-51.80万,64
2024-02,1318,索纳塔,现代,13.98-18.68万,64
2024-02,5216,长安UNI-K 智电iDD,长安,17.29-20.09万,62
2024-02,4921,哈弗赤兔,哈弗,8.28-12.88万,62
2024-02,2889,菲斯塔,现代,13.88-15.48万,62
2024-02,5905,红旗HQ9,红旗,35.88-53.88万,61
2024-02,2887,宋MAX DM,比亚迪,13.78-16.48万,61
2024-02,287,凌派,本田,9.68-14.68万,61
2024-02,5567,星途追风C-DM,星途,13.98-19.58万,60
2024-02,5358,IQ锐歌,凯迪拉克,24.77-41.97万,60
2024-02,4638,比亚迪D1,比亚迪,16.08-16.98万,60
2024-02,3474,奔腾T99,奔腾,13.49-18.69万,58
2024-02,4839,皓影 PHEV,本田,17.59-21.99万,53
2024-02,8896,英仕派 PHEV,本田,22.98-25.88万,52
2024-02,5438,大通G90,上汽大通MAXUS,18.99-31.99万,49
2024-02,8947,红旗EH7,红旗,17.98-25.98万,48
2024-02,4890,福特电马,福特,23.98-35.98万,45
2024-02,1719,焕驰,起亚,6.49-6.89万,45
2024-02,1241,明锐,斯柯达,14.39-15.49万,43
2024-02,4858,羿,江铃集团新能源,11.88-19.98万,42
2024-02,340,标致4008,标致,12.97-13.97万,42
2024-02,8962,江淮A5 PLUS,江淮汽车,5.98-13.98万,41
2024-02,1628,启辰D60,启辰,8.88-9.98万,41
2024-02,5897,星迈罗,雪佛兰,13.99-16.49万,40
2024-02,5294,英菲尼迪QX60,英菲尼迪,37.88-51.88万,38
2024-02,4381,马自达CX-30,马自达,9.99-13.99万,38
2024-02,573,途睿欧,福特,19.96-25.00万,36
2024-02,5081,领克09,领克,22.78-23.48万,35
2024-02,6356,极狐 考拉,ARCFOX极狐,11.98-15.88万,34
2024-02,5392,e:NP1 极湃1,本田,12.50-16.80万,33
2024-02,4561,MG Cyberster,名爵,31.98-36.58万,33
2024-02,5818,荣威iMAX8 EV,荣威,25.98-35.98万,28
2024-02,1324,胜达,现代,19.58-26.88万,27
2024-02,5033,轩度,凯翼,7.98-9.39万,26
2024-02,3503,AION LX,埃安,28.66-46.96万,24
2024-03,4363,Model Y,特斯拉,26.35-31.35万,47917
2024-03,4802,秦PLUS DM,比亚迪,7.28-11.38万,31016
2024-03,1145,轩逸,日产,6.98-14.48万,29674
2024-03,5952,海鸥,比亚迪,6.68-8.58万,27866
2024-03,3504,宋Pro DM,比亚迪,8.98-13.28万,27446
2024-03,4865,宋PLUS DM,比亚迪,11.98-17.58万,23910
2024-03,5248,元PLUS,比亚迪,10.98-14.58万,21951
2024-03,393,朗逸,大众,6.59-10.00万,21216
2024-03,212,奔驰C级,奔驰,33.48-38.06万,20700
2024-03,398,帕萨特,大众,12.65-20.74万,19446
2024-03,4899,秦PLUS EV,比亚迪,9.98-17.98万,19378
2024-03,216,奔驰GLC,奔驰,42.78-53.13万,19000
2024-03,5290,驱逐舰05,比亚迪,7.38-12.28万,18803
2024-03,5820,问界M7,AITO,24.98-32.98万,18512
2024-03,99,奥迪A6L,奥迪,28.28-50.80万,16505
2024-03,414,速腾,大众,7.79-15.89万,16446
2024-03,4499,五菱宏光MINIEV,五菱汽车,2.38-9.99万,16046
2024-03,542,卡罗拉,丰田,9.68-13.58万,15551
2024-03,3196,长安CS75 PLUS,长安,8.99-13.49万,15231
2024-03,5369,锋兰达,丰田,8.78-14.68万,14913
2024-03,3101,AION S,埃安,11.88-16.99万,14758
2024-03,2835,探岳,大众,13.29-22.89万,14699
2024-03,3762,Model 3,特斯拉,23.55-33.95万,14481
2024-03,649,哈弗H6,哈弗,7.19-12.19万,13811
2024-03,4857,星越L,吉利汽车,13.27-16.47万,13684
2024-03,3476,星瑞,吉利汽车,9.27-13.57万,13323
2024-03,4814,AION Y,埃安,10.98-14.58万,13007
2024-03,145,宝马3系,宝马,21.49-28.79万,12924
2024-03,5008,海豚,比亚迪,9.18-12.58万,12672
2024-03,546,RAV4荣放,丰田,12.78-19.68万,12619
2024-03,345,威朗,别克,12.89-15.89万,12301
2024-03,415,迈腾,大众,14.19-21.69万,12252
2024-03,5859,长安Lumin,长安,3.79-6.99万,12226
2024-03,311,唐DM,比亚迪,16.98-26.98万,11914
2024-03,2916,奥迪Q5L,奥迪,26.50-32.50万,11598
2024-03,280,本田CR-V,本田,18.59-26.39万,11568
2024-03,4228,汉DM,比亚迪,15.58-22.58万,11516
2024-03,6266,五菱缤果,五菱汽车,5.08-8.48万,11319
2024-03,4540,宋PLUS EV,比亚迪,14.18-17.58万,11266
2024-03,5382,卡罗拉锐放,丰田,9.98-15.48万,11204
2024-03,6132,红旗H5,红旗,10.98-17.58万,10886
2024-03,404,途观L,大众,12.68-21.48万,10806
2024-03,6173,理想L7,理想汽车,30.18-35.98万,10768
2024-03,96,奥迪A4L,奥迪,20.92-36.28万,10599
2024-03,1310,伊兰特,现代,9.98-14.98万,10525
2024-03,2812,宝马X3,宝马,34.99-48.69万,10119
2024-03,2794,瑞虎8,奇瑞,7.99-15.99万,9770
2024-03,4172,威兰达,丰田,12.98-22.08万,9761
2024-03,1455,逸动,长安,6.39-7.69万,9744
2024-03,214,奔驰E级,奔驰,45.18-59.98万,9690
2024-03,5843,腾势D9 DM,腾势,33.98-60.06万,9635
2024-03,1150,逍客,日产,9.98-14.88万,9324
2024-03,5563,捷途旅行者,捷途,11.99-21.99万,9219
2024-03,1293,五菱荣光V,五菱汽车,4.48-4.98万,8908
2024-03,4300,汉EV,比亚迪,16.98-23.58万,8860
2024-03,3159,红旗HS5,红旗,12.88-19.48万,8822
2024-03,5227,理想L9,理想汽车,40.98-43.98万,8595
2024-03,289,雅阁,本田,12.48-18.38万,8462
2024-03,1290,五菱宏光,五菱汽车,4.65-6.09万,8437
2024-03,6025,博越L,吉利汽车,10.37-14.27万,8199
2024-03,148,宝马X1,宝马,16.69-40.99万,8115
2024-03,1938,捷途X70,捷途,8.69-12.28万,8043
2024-03,3359,微蓝6,别克,11.28-16.89万,8035
2024-03,5288,长安UNI-V,长安,9.39-13.99万,7782
2024-03,409,宝来,大众,6.49-9.59万,7732
2024-03,733,帝豪,吉利汽车,4.89-14.98万,7707
2024-03,276,思域,本田,12.99-18.79万,7684
2024-03,6148,熊猫,吉利汽车,2.99-5.39万,7618
2024-03,5015,ZEEKR 001,极氪,25.90-32.90万,7503
2024-03,5273,宝马X5,宝马,51.00-73.50万,7448
2024-03,4563,哈弗大狗,哈弗,9.09-11.69万,7424
2024-03,353,别克GL8,别克,23.29-47.39万,7409
2024-03,534,雷凌,丰田,8.18-11.68万,7344
2024-03,5852,艾瑞泽8,奇瑞,8.99-12.89万,7192
2024-03,535,凯美瑞,丰田,12.18-20.98万,6842
2024-03,5223,赛那,丰田,22.98-34.08万,6730
2024-03,2836,途岳,大众,7.99-16.29万,6419
2024-03,6095,理想L8,理想汽车,32.18-37.98万,6392
2024-03,95,奥迪A3,奥迪,13.69-25.13万,6388
2024-03,3736,凯迪拉克CT5,凯迪拉克,18.59-21.59万,6292
2024-03,5340,型格,本田,10.99-16.69万,6287
2024-03,4079,皓影,本田,12.79-23.89万,6218
2024-03,5217,大众ID.3,大众,11.99-13.69万,6200
2024-03,536,汉兰达,丰田,17.98-27.88万,6175
2024-03,1147,天籁,日产,12.78-18.78万,6149
2024-03,2975,缤越,吉利汽车,5.98-8.98万,6098
2024-03,1282,沃尔沃XC60,沃尔沃,24.90-45.89万,6079
2024-03,1794,传祺M8,广汽传祺,16.98-33.28万,6031
2024-03,5092,红旗E-QM5,红旗,16.58-23.98万,5911
2024-03,348,君威,别克,15.98-17.58万,5855
2024-03,9235,五菱星光PHEV,五菱汽车,7.98-9.58万,5756
2024-03,6027,深蓝S07,深蓝汽车,11.99-19.29万,5705
2024-03,6126,丰田bZ3,丰田,16.98-19.98万,5697
2024-03,3171,捷达VS5,捷达,6.96-10.79万,5670
2024-03,9129,长安启源A05,长安启源,5.09-6.99万,5622
2024-03,4615,坦克300,坦克,19.98-33.00万,5616
2024-03,397,凌渡,大众,9.89-14.59万,5601
2024-03,6325,问界M9,AITO,46.98-56.98万,5446
2024-03,410,高尔夫,大众,12.48-15.34万,5356
2024-03,405,途昂,大众,19.90-33.90万,5353
2024-03,1623,领克03,领克,11.68-42.03万,5336
2024-03,8796,领克08 EM-P,领克,16.88-22.88万,5322
2024-03,1621,传祺GS3,广汽传祺,6.98-9.28万,5271
2024-03,4074,北京EU5,北京汽车,12.99-17.19万,5221
2024-03,8979,宋L EV,比亚迪,17.98-24.98万,5204
2024-03,4731,零跑C11,零跑汽车,13.38-19.51万,5135
2024-03,579,蒙迪欧,福特,12.58-22.98万,4908
2024-03,4223,长安CS55 PLUS,长安,7.99-12.59万,4795
2024-03,3068,亚洲龙,丰田,15.88-23.68万,4792
2024-03,6261,海豹DM,比亚迪,14.98-21.98万,4777
2024-03,9242,长安启源Q05,长安启源,6.39-7.99万,4751
2024-03,9307,零跑C10,零跑汽车,11.81-16.88万,4744
2024-03,2832,传祺M6,广汽传祺,10.48-14.48万,4684
2024-03,9128,ZEEKR 007,极氪,20.99-29.99万,4656
2024-03,4342,领克06,领克,9.76-11.76万,4646
2024-03,2913,奔驰A级,奔驰,25.13-27.57万,4516
2024-03,741,博越,吉利汽车,8.28-10.88万,4487
