时间,id,车型,制造商,价格区间,销量
202401,414,速腾,大众,7.79-15.89万,27826
202401,280,本田CR-V,本田,18.59-26.39万,26872
202401,4865,宋PLUS DM,比亚迪,11.98-17.58万,23787
202401,4857,星越L,吉利汽车,13.27-16.47万,23387
202401,649,哈弗H6,哈弗,7.19-12.19万,22846
202401,398,帕萨特,大众,12.65-20.74万,22313
202401,3476,星瑞,吉利汽车,9.27-13.57万,21253
202401,276,思域,本田,12.99-18.79万,21234
202401,2794,瑞虎8,奇瑞,7.99-15.99万,21097
202401,1455,逸动,长安,6.39-7.69万,20898
202401,4802,秦PLUS DM,比亚迪,7.28-11.38万,20318
202401,3504,宋Pro DM,比亚迪,8.98-13.28万,19952
202401,733,帝豪,吉利汽车,4.89-14.98万,19341
202401,5369,锋兰达,丰田,8.78-14.68万,18066
202401,99,奥迪A6L,奥迪,28.28-50.80万,18027
202401,5288,长安UNI-V,长安,9.39-13.99万,17372
202401,5382,卡罗拉锐放,丰田,9.98-15.48万,17238
202401,546,RAV4荣放,丰田,12.78-19.68万,16914
202401,5248,元PLUS,比亚迪,10.98-14.58万,16831
202401,415,迈腾,大众,14.19-21.69万,16593
202401,5008,海豚,比亚迪,9.18-12.58万,16386
202401,535,凯美瑞,丰田,12.18-20.98万,16352
202401,404,途观L,大众,12.68-21.48万,16264
202401,5859,长安Lumin,长安,3.79-6.99万,16041
202401,4499,五菱宏光MINIEV,五菱汽车,2.38-9.99万,15520
202401,289,雅阁,本田,12.48-18.38万,15456
202401,5852,艾瑞泽8,奇瑞,8.99-12.89万,15083
202401,6132,红旗H5,红旗,10.98-17.58万,14865
202401,145,宝马3系,宝马,21.49-28.79万,14811
202401,6025,博越L,吉利汽车,10.37-14.27万,14022
202401,542,卡罗拉,丰田,9.68-13.58万,13921
202401,6173,理想L7,理想汽车,30.18-35.98万,13343
202401,4079,皓影,本田,12.79-23.89万,13198
202401,5340,型格,本田,10.99-16.69万,13023
202401,2812,宝马X3,宝马,34.99-48.69万,12987
202401,4172,威兰达,丰田,12.98-22.08万,12983
202401,2916,奥迪Q5L,奥迪,26.50-32.50万,12753
202401,5439,长安欧尚Z6,长安欧尚,8.69-12.09万,12176
202401,5273,宝马X5,宝马,51.00-73.50万,11935
202401,4223,长安CS55 PLUS,长安,7.99-12.59万,11934
202401,6266,五菱缤果,五菱汽车,5.08-8.48万,11746
202401,409,宝来,大众,6.49-9.59万,11695
202401,1310,伊兰特,现代,9.98-14.98万,11301
202401,3159,红旗HS5,红旗,12.88-19.48万,11249
202401,6148,熊猫,吉利汽车,2.99-5.39万,11092
202401,2836,途岳,大众,7.99-16.29万,11060
202401,5563,捷途旅行者,捷途,11.99-21.99万,10959
202401,2835,探岳,大众,13.29-22.89万,10798
202401,348,君威,别克,15.98-17.58万,10564
202401,212,奔驰C级,奔驰,33.48-38.06万,10300
202401,352,昂科威,别克,22.99-25.99万,10249
202401,146,宝马5系,宝马,30.59-52.59万,10197
202401,216,奔驰GLC,奔驰,42.78-53.13万,10193
202401,1290,五菱宏光,五菱汽车,4.65-6.09万,10136
202401,9235,五菱星光PHEV,五菱汽车,7.98-9.58万,10103
202401,1150,逍客,日产,9.98-14.88万,10088
202401,4814,AION Y,埃安,10.98-14.58万,10079
202401,3762,Model 3,特斯拉,23.55-33.95万,9969
202401,96,奥迪A4L,奥迪,20.92-36.28万,9889
202401,8830,银河L7,吉利银河,11.37-15.77万,9772
202401,1938,捷途X70,捷途,8.69-12.28万,9746
202401,3101,AION S,埃安,11.88-16.99万,9534
202401,741,博越,吉利汽车,8.28-10.88万,9424
202401,6027,深蓝S07,深蓝汽车,11.99-19.29万,9109
202401,6095,理想L8,理想汽车,32.18-37.98万,9061
202401,4899,秦PLUS EV,比亚迪,9.98-17.98万,8926
202401,148,宝马X1,宝马,16.69-40.99万,8843
202401,8796,领克08 EM-P,领克,16.88-22.88万,8816
202401,5227,理想L9,理想汽车,40.98-43.98万,8762
202401,4540,宋PLUS EV,比亚迪,14.18-17.58万,8480
202401,3041,荣威i5,荣威,4.99-7.19万,8473
202401,1623,领克03,领克,11.68-42.03万,8450
202401,214,奔驰E级,奔驰,45.18-59.98万,8345
202401,1147,天籁,日产,12.78-18.78万,8198
202401,3094,科鲁泽,雪佛兰,9.49-10.89万,8181
202401,5843,腾势D9 DM,腾势,33.98-60.06万,8030
202401,4563,哈弗大狗,哈弗,9.09-11.69万,7979
202401,311,唐DM,比亚迪,16.98-26.98万,7914
202401,2975,缤越,吉利汽车,5.98-8.98万,7911
202401,3736,凯迪拉克CT5,凯迪拉克,18.59-21.59万,7841
202401,6209,逸达,长安,6.99-9.59万,7623
202401,5217,大众ID.3,大众,11.99-13.69万,7606
202401,1977,探歌,大众,10.79-12.87万,7488
202401,397,凌渡,大众,9.89-14.59万,7486
202401,8979,宋L EV,比亚迪,17.98-24.98万,7374
202401,3171,捷达VS5,捷达,6.96-10.79万,7369
202401,4615,坦克300,坦克,19.98-33.00万,7356
202401,5092,红旗E-QM5,红旗,16.58-23.98万,7253
202401,536,汉兰达,丰田,17.98-27.88万,7204
202401,6227,瑞虎9,奇瑞,13.79-18.89万,7112
202401,279,本田XR-V,本田,11.99-13.99万,7092
202401,4228,汉DM,比亚迪,15.58-22.58万,7049
202401,579,蒙迪欧,福特,12.58-22.98万,7000
202401,5223,赛那,丰田,22.98-34.08万,6976
202401,1282,沃尔沃XC60,沃尔沃,24.90-45.89万,6928
202401,3068,亚洲龙,丰田,15.88-23.68万,6635
202401,534,雷凌,丰田,8.18-11.68万,6440
202401,5290,驱逐舰05,比亚迪,7.38-12.28万,6400
202401,8859,银河L6,吉利银河,7.98-14.98万,6389
202401,6036,本田HR-V,本田,15.99-22.89万,6385
202401,1094,瑞虎7,奇瑞,6.99-12.98万,6366
202401,4342,领克06,领克,9.76-11.76万,6034
202401,1014,马自达3 昂克赛拉,马自达,8.99-14.19万,6034
202401,9128,ZEEKR 007,极氪,20.99-29.99万,5853
202401,31,MG5,名爵,5.79-7.59万,5852
202401,5306,深蓝SL03,深蓝汽车,11.49-16.39万,5694
202401,6211,豪越L,吉利汽车,10.99-15.39万,5577
202401,1794,传祺M8,广汽传祺,16.98-33.28万,5470
202401,2875,英仕派,本田,18.28-22.98万,5417
202401,3052,长安CS35 PLUS,长安,6.99-8.19万,5411
202401,1322,途胜,现代,15.98-22.58万,5401
202401,5858,格瑞维亚,丰田,29.98-41.68万,5368
202401,4731,零跑C11,零跑汽车,13.38-19.51万,5326
202401,6204,蓝电E5,蓝电,9.98-15.19万,5289
202401,6261,海豹DM,比亚迪,14.98-21.98万,5276
202401,5015,ZEEKR 001,极氪,25.90-32.90万,5272
202401,3359,微蓝6,别克,11.28-16.89万,5249
202401,405,途昂,大众,19.90-33.90万,5226
202401,8884,豹5,方程豹,22.98-32.98万,5203
202401,1293,五菱荣光V,五菱汽车,4.48-4.98万,5177
202401,9173,荣威D7 DMH,荣威,7.98-9.98万,5158
202401,5830,坦克500 Hi4-T,坦克,33.50-34.50万,5045
202401,8788,皓瀚,东风风神,8.99-12.99万,5003
202401,353,别克GL8,别克,23.29-47.39万,4989
202401,2928,缤瑞,吉利汽车,7.48-9.48万,4895
202401,1621,传祺GS3,广汽传祺,6.98-9.28万,4775
202401,9312,哪吒X,哪吒汽车,8.98-12.48万,4766
202401,4838,宝马i3,宝马,19.39-25.19万,4745
202401,5982,五菱星驰,五菱汽车,5.08-7.98万,4708
202401,5037,五菱星辰,五菱汽车,6.38-9.28万,4681
202401,267,奔腾B70,奔腾,9.88-13.79万,4666
202401,9118,智己LS6,智己汽车,20.99-28.29万,4612
202401,4272,零跑T03,零跑汽车,5.39-6.52万,4606
202401,2832,传祺M6,广汽传祺,10.48-14.48万,4606
202401,10270,坦克400 Hi4-T,坦克,28.58-28.98万,4586
202401,3928,奔驰GLB,奔驰,31.19-36.79万,4536
202401,416,大众CC,大众,17.49-22.49万,4479
202401,5244,捷途大圣,捷途,7.99-12.19万,4475
202401,1323,现代ix35,现代,12.18-16.78万,4407
202401,5827,五菱佳辰,五菱汽车,6.48-9.78万,4405
202401,1151,奇骏,日产,13.13-26.29万,4392
202401,37,MG7,名爵,10.78-16.39万,4351
202401,4840,皇冠陆放,丰田,28.48-33.28万,4329
202401,347,君越,别克,17.99-23.99万,4325
202401,9113,哈弗猛龙PHEV,哈弗,15.38-18.38万,4207
202401,4300,汉EV,比亚迪,16.98-23.58万,4199
202401,5929,揽巡,大众,18.29-23.99万,4095
202401,6233,探索06,奇瑞,8.49-15.49万,4090
202401,5817,吉利几何E萤火虫,吉利几何,5.98-8.48万,4045
202401,4635,欧拉好猫,欧拉,9.38-12.38万,4033
202401,3365,奕炫,东风风神,6.49-10.68万,4002
202401,2913,奔驰A级,奔驰,25.13-27.57万,3962
202401,5857,长安欧尚Z6 iDD新能源,长安欧尚,12.58-14.58万,3952
202401,2843,蔚来ES6,蔚来,33.80-39.60万,3944
202401,2849,捷途X90,捷途,13.99-17.29万,3932
202401,282,艾力绅,本田,27.98-33.18万,3912
202401,8958,长安启源A07,长安启源,11.49-14.99万,3830
202401,4538,宝马iX3,宝马,22.50-26.00万,3769
202401,6359,红旗HS3,红旗,10.58-13.28万,3742
202401,95,奥迪A3,奥迪,13.69-25.13万,3721
202401,1281,沃尔沃S90,沃尔沃,27.90-50.59万,3665
202401,4586,ID.4 CROZZ,大众,13.99-23.36万,3622
202401,345,威朗,别克,12.89-15.89万,3535
202401,861,凯迪拉克XT5,凯迪拉克,23.59-45.27万,3490
202401,9184,传祺E8 PHEV,广汽传祺,21.68-23.88万,3470
202401,410,高尔夫,大众,12.48-15.34万,3468
202401,1456,逸动EV,长安,14.99万,3431
202401,1081,艾瑞泽5,奇瑞,5.39-7.59万,3409
202401,288,缤智,本田,10.49-12.49万,3296
202401,5924,岚图梦想家 PHEV,岚图,32.99-63.99万,3208
202401,5579,海豹,比亚迪,16.78-23.98万,3183
202401,3172,捷达VA3,捷达,6.28-8.98万,3173
202401,100,奥迪Q3,奥迪,18.40-33.58万,3078
202401,8858,银河E8,吉利银河,14.08-20.08万,3058
202401,1579,劲客,日产,7.98-9.38万,3056
202401,9129,长安启源A05,长安启源,5.09-6.99万,2921
202401,3437,揽境,大众,20.19-30.19万,2884
202401,5388,领睿,福特,11.88-16.18万,2853
202401,3157,吉利几何A,吉利几何,11.98-12.98万,2802
202401,5468,影酷,广汽传祺,11.18-13.98万,2798
202401,4787,影豹,广汽传祺,9.30-15.00万,2790
202401,585,锐界,福特,19.88-29.18万,2755
202401,1655,东风风神E70,东风风神,14.28-15.38万,2655
202401,1291,五菱荣光,五菱汽车,4.09-4.75万,2655
202401,5257,QQ冰淇淋,奇瑞新能源,2.59-5.29万,2525
202401,4783,长安UNI-K,长安,12.99-15.99万,2518
202401,6294,小鹏X9,小鹏汽车,34.48-40.48万,2478
202401,3276,捷达VS7,捷达,8.79-12.39万,2467
202401,6126,丰田bZ3,丰田,16.98-19.98万,2421
202401,292,冠道,本田,18.98-27.98万,2416
202401,4537,航海家,林肯,27.08-41.38万,2413
202401,4760,岚图FREE,岚图,21.89-24.69万,2333
202401,291,奥德赛,本田,17.58-37.98万,2316
202401,1016,马自达CX-5,马自达,12.58-19.78万,2312
202401,1594,哈弗M6,哈弗,7.19-9.29万,2294
202401,8946,ID.7 VIZZION,大众,19.77-23.27万,2269
202401,3066,途铠,大众,8.39-12.99万,2265
202401,164,北京越野BJ40,北京越野,13.98-26.99万,2250
202401,9126,蔚来ET5T,蔚来,29.80-35.60万,2208
202401,283,飞度,本田,8.18-10.38万,2188
202401,1738,瑞虎5x,奇瑞,5.59-7.89万,2163
202401,5339,威飒,丰田,17.48-26.18万,2127
202401,391,Polo,大众,6.59-9.99万,2110
202401,5953,星途瑶光,星途,12.98-18.68万,2091
202401,6206,蓝山,魏牌,27.38-32.68万,2085
202401,4284,探险者,福特,30.98-39.98万,2073
202401,445,菱智,东风风行,5.99-9.99万,2065
202401,3981,冒险家,林肯,18.88-29.08万,2036
202401,617,传祺GS8,广汽传祺,15.48-24.08万,2006
202401,4353,长安UNI-T,长安,9.99-12.99万,1930
202401,9346,捷途山海L9,捷途,14.99-21.29万,1899
202401,1143,骐达TIIDA,日产,7.99-10.59万,1890
202401,9261,纳米01,东风纳米,6.58-10.18万,1884
202401,281,本田UR-V,本田,24.68-32.98万,1858
202401,5847,护卫舰07,比亚迪,16.98-25.98万,1847
202401,4986,凌放HARRIER,丰田,19.18-27.58万,1826
202401,8895,小鹏G6,小鹏汽车,17.68-19.88万,1803
202401,4980,飞凡R7,飞凡汽车,18.99-22.99万,1803
202401,3352,小鹏P7,小鹏汽车,19.99-22.49万,1783
202401,4160,威然,大众,19.99-29.99万,1767
202401,5090,哪吒S,哪吒汽车,15.48-22.48万,1766
202401,5461,小鹏G9,小鹏汽车,24.88-27.88万,1737
202401,6271,别克E5,别克,16.99-21.39万,1699
202401,2971,凯迪拉克XT4,凯迪拉克,15.97-20.57万,1683
202401,4792,星途凌云,星途,11.77-15.49万,1669
202401,1279,沃尔沃S60,沃尔沃,18.90-38.49万,1659
202401,6235,仰望U8,仰望,109.80万,1652
202401,4388,悦虎,大运,6.38-8.70万,1635
202401,4258,ID.4 X,大众,13.99-22.34万,1625
