时间,id,车型,制造商,价格区间,销量
202405,5389,风光MINIEV,东风风光,3.26-5.91万,224
202405,4569,凯捷Victory,五菱汽车,8.58-14.98万,219
202405,4320,五菱荣光EV,五菱汽车,10.88-11.88万,213
202405,6137,飞凡F7,飞凡汽车,18.99-30.99万,212
202405,4209,VGV U70,中国重汽VGV,7.79-11.89万,207
202405,1355,迈锐宝XL,雪佛兰,17.59-21.99万,207
202405,1245,柯迪亚克,斯柯达,19.19-24.39万,207
202405,1183,荣威eRX5,荣威,13.59-14.79万,207
202405,341,标致5008,标致,14.97-20.47万,207
202405,5997,睿蓝7,睿蓝汽车,11.57-17.37万,205
202405,4890,福特电马,福特,23.98-35.98万,201
202405,9028,沃尔沃EX30,沃尔沃,18.08-23.58万,199
202405,2820,风行T5,东风风行,6.79-13.99万,198
202405,4801,亚洲狮,丰田,14.18-17.98万,195
202405,4794,奔腾T55,奔腾,8.59-10.49万,195
202405,1243,速派,斯柯达,11.99-13.99万,195
202405,2151,红旗HS7,红旗,20.08-28.08万,192
202405,4086,艾瑞泽e,奇瑞新能源,15.28-15.78万,191
202405,5468,影酷,广汽传祺,11.18-13.98万,182
202405,5250,MG ONE,名爵,8.78-10.98万,181
202405,2827,奕泽IZOA,丰田,14.98-18.98万,181
202405,9181,帕拉丁,东风风度,16.98-26.18万,180
202405,5294,英菲尼迪QX60,英菲尼迪,37.88-51.88万,179
202405,4076,比亚迪e3,比亚迪,15.48万,179
202405,2937,沃尔沃S90 PHEV,沃尔沃,34.90-61.39万,179
202405,340,标致4008,标致,12.97-13.97万,178
202405,1810,风行S50 EV,东风风行,15.09-16.99万,176
202405,3066,途铠,大众,8.39-12.99万,175
202405,5162,欧萌达,奇瑞,12.99万,174
202405,5053,欧拉闪电猫,欧拉,18.98-26.98万,168
202405,653,哈弗H9,哈弗,17.49-23.09万,168
202405,5390,风光380,东风风光,5.28-6.08万,167
202405,5813,奔驰EQE,奔驰,47.80-62.70万,166
202405,4663,本田LIFE,本田,9.78-11.28万,164
202405,9131,极石01,极石汽车,28.49-34.49万,163
202405,4535,荣威iMAX8,荣威,16.58-23.58万,161
202405,1123,智跑,起亚,10.48-12.28万,161
202405,5788,元宝,北京汽车制造厂,2.97-5.19万,157
202405,5358,IQ锐歌,凯迪拉克,24.77-41.97万,156
202405,4858,羿,江铃集团新能源,11.88-19.98万,155
202405,4182,凯迪拉克CT4,凯迪拉克,21.97-25.97万,155
202405,9032,五菱星云,五菱汽车,8.08-9.48万,148
202405,5392,e:NP1 极湃1,本田,12.50-16.80万,146
202405,1126,嘉华,起亚,22.89-27.99万,145
202405,6080,吉利几何G6,吉利几何,11.98-18.28万,144
202405,436,风光580,东风风光,7.99-12.99万,142
202405,1359,探界者,雪佛兰,18.49-23.99万,140
202405,5832,Polestar 4,Polestar极星,33.99-39.99万,138
202405,5356,Polestar 3,Polestar极星,69.80-79.80万,138
202405,4196,开拓者,雪佛兰,19.49-26.69万,138
202405,6003,睿蓝9,睿蓝汽车,15.99-19.79万,136
202405,4819,思皓花仙子,思皓,5.99-7.49万,135
202405,6362,别克E4,别克,15.99-22.99万,130
202405,1119,起亚K5,起亚,12.38-17.38万,129
202405,6356,极狐 考拉,ARCFOX极狐,11.98-15.88万,128
202405,573,途睿欧,福特,19.96-25.00万,125
202405,3022,长安之星9 EV,长安凯程,13.28-16.89万,124
202405,4276,启辰星,启辰,12.66-14.96万,121
202405,5978,凯迪拉克GT4,凯迪拉克,14.99-23.97万,120
202405,5580,富康ES600,东风富康,15.38-16.38万,115
202405,4839,皓影 PHEV,本田,17.59-21.99万,113
202405,2867,奔腾T77,奔腾,11.48-12.38万,113
202405,5818,荣威iMAX8 EV,荣威,25.98-35.98万,112
202405,4703,风光500,东风风光,6.18-8.58万,111
202405,5297,欧拉芭蕾猫,欧拉,14.98-17.98万,110
202406,4363,Model Y,特斯拉,26.35-31.35万,41110
202406,5952,海鸥,比亚迪,6.68-8.58万,35201
202406,1145,轩逸,日产,6.98-14.48万,25573
202406,393,朗逸,大众,6.59-10.00万,24348
202406,5248,元PLUS,比亚迪,10.98-14.58万,23918
202406,5845,理想L6,理想汽车,24.98-27.98万,23864
202406,5369,锋兰达,丰田,8.78-14.68万,21951
202406,4802,秦PLUS DM,比亚迪,7.28-11.38万,21679
202406,4865,宋PLUS DM,比亚迪,11.98-17.58万,20573
202406,5290,驱逐舰05,比亚迪,7.38-12.28万,19441
202406,414,速腾,大众,7.79-15.89万,19440
202406,3504,宋Pro DM,比亚迪,8.98-13.28万,19316
202406,3762,Model 3,特斯拉,23.55-33.95万,18151
202406,9796,秦L DM,比亚迪,8.98-13.98万,18021
202406,5820,问界M7,AITO,24.98-32.98万,17501
202406,4899,秦PLUS EV,比亚迪,9.98-17.98万,17222
202406,398,帕萨特,大众,12.65-20.74万,17097
202406,4814,AION Y,埃安,10.98-14.58万,16670
202406,280,本田CR-V,本田,18.59-26.39万,16570
202406,6325,问界M9,AITO,46.98-56.98万,16525
202406,546,RAV4荣放,丰田,12.78-19.68万,16432
202406,5382,卡罗拉锐放,丰田,9.98-15.48万,16161
202406,4857,星越L,吉利汽车,13.27-16.47万,15828
202406,214,奔驰E级,奔驰,45.18-59.98万,15200
202406,5015,ZEEKR 001,极氪,25.90-32.90万,14383
202406,6187,小米SU7,小米汽车,21.59-29.99万,14296
202406,99,奥迪A6L,奥迪,28.28-50.80万,14271
202406,415,迈腾,大众,14.19-21.69万,14165
202406,3101,AION S,埃安,11.88-16.99万,13788
202406,216,奔驰GLC,奔驰,42.78-53.13万,13600
202406,145,宝马3系,宝马,21.49-28.79万,13461
202406,2916,奥迪Q5L,奥迪,26.50-32.50万,12974
202406,2794,瑞虎8,奇瑞,7.99-15.99万,12521
202406,4615,坦克300,坦克,19.98-33.00万,12387
202406,4172,威兰达,丰田,12.98-22.08万,12369
202406,4540,宋PLUS EV,比亚迪,14.18-17.58万,12338
202406,535,凯美瑞,丰田,12.18-20.98万,12281
202406,289,雅阁,本田,12.48-18.38万,11964
202406,212,奔驰C级,奔驰,33.48-38.06万,11900
202406,311,唐DM,比亚迪,16.98-26.98万,11678
202406,6266,五菱缤果,五菱汽车,5.08-8.48万,11175
202406,6132,红旗H5,红旗,10.98-17.58万,11133
202406,2835,探岳,大众,13.29-22.89万,10876
202406,4228,汉DM,比亚迪,15.58-22.58万,10857
202406,3196,长安CS75 PLUS,长安,8.99-13.49万,10770
202406,96,奥迪A4L,奥迪,20.92-36.28万,10744
202406,6173,理想L7,理想汽车,30.18-35.98万,10726
202406,4499,五菱宏光MINIEV,五菱汽车,2.38-9.99万,10187
202406,733,帝豪,吉利汽车,4.89-14.98万,10172
202406,5563,捷途旅行者,捷途,11.99-21.99万,10002
202406,3476,星瑞,吉利汽车,9.27-13.57万,9926
202406,404,途观L,大众,12.68-21.48万,9857
202406,5843,腾势D9 DM,腾势,33.98-60.06万,9667
202406,5852,艾瑞泽8,奇瑞,8.99-12.89万,9203
202406,6148,熊猫,吉利汽车,2.99-5.39万,9154
202406,1455,逸动,长安,6.39-7.69万,9149
202406,542,卡罗拉,丰田,9.68-13.58万,8870
202406,5092,红旗E-QM5,红旗,16.58-23.98万,8858
202406,4079,皓影,本田,12.79-23.89万,8841
202406,5859,长安Lumin,长安,3.79-6.99万,8807
202406,3159,红旗HS5,红旗,12.88-19.48万,8742
202406,2812,宝马X3,宝马,34.99-48.69万,8656
202406,146,宝马5系,宝马,30.59-52.59万,8436
202406,5008,海豚,比亚迪,9.18-12.58万,8429
202406,9689,元UP,比亚迪,8.68-11.98万,8392
202406,2975,缤越,吉利汽车,5.98-8.98万,8358
202406,5223,赛那,丰田,22.98-34.08万,8099
202406,4300,汉EV,比亚迪,16.98-23.58万,7841
202406,1150,逍客,日产,9.98-14.88万,7834
202406,2843,蔚来ES6,蔚来,33.80-39.60万,7654
202406,9824,海豹06DM,比亚迪,8.98-13.98万,7625
202406,148,宝马X1,宝马,16.69-40.99万,7493
202406,6261,海豹DM,比亚迪,14.98-21.98万,7325
202406,6027,深蓝S07,深蓝汽车,11.99-19.29万,7310
202406,536,汉兰达,丰田,17.98-27.88万,7054
202406,5217,大众ID.3,大众,11.99-13.69万,7043
202406,4838,宝马i3,宝马,19.39-25.19万,6952
202406,5227,理想L9,理想汽车,40.98-43.98万,6841
202406,4563,哈弗大狗,哈弗,9.09-11.69万,6810
202406,5343,问界M5,AITO,22.98-27.98万,6796
202406,5273,宝马X5,宝马,51.00-73.50万,6727
202406,276,思域,本田,12.99-18.79万,6589
202406,1794,传祺M8,广汽传祺,16.98-33.28万,6562
202406,8830,银河L7,吉利银河,11.37-15.77万,6499
202406,8859,银河L6,吉利银河,7.98-14.98万,6391
202406,409,宝来,大众,6.49-9.59万,6320
202406,5306,深蓝SL03,深蓝汽车,11.49-16.39万,6221
202406,8796,领克08 EM-P,领克,16.88-22.88万,6199
202406,1938,捷途X70,捷途,8.69-12.28万,6134
202406,4272,零跑T03,零跑汽车,5.39-6.52万,6132
202406,5340,型格,本田,10.99-16.69万,6000
202406,6025,博越L,吉利汽车,10.37-14.27万,5996
202406,8958,长安启源A07,长安启源,11.49-14.99万,5946
202406,4731,零跑C11,零跑汽车,13.38-19.51万,5905
202406,1310,伊兰特,现代,9.98-14.98万,5896
202406,5858,格瑞维亚,丰田,29.98-41.68万,5800
202406,6095,理想L8,理想汽车,32.18-37.98万,5754
202406,649,哈弗H6,哈弗,7.19-12.19万,5686
202406,3172,捷达VA3,捷达,6.28-8.98万,5644
202406,9126,蔚来ET5T,蔚来,29.80-35.60万,5578
202406,1147,天籁,日产,12.78-18.78万,5511
202406,9307,零跑C10,零跑汽车,11.81-16.88万,5470
202406,8895,小鹏G6,小鹏汽车,17.68-19.88万,5426
202406,6126,丰田bZ3,丰田,16.98-19.98万,5381
202406,1282,沃尔沃XC60,沃尔沃,24.90-45.89万,5356
202406,9682,哪吒L,哪吒汽车,12.99-16.29万,5283
202406,4370,领克07 EM-P,领克,14.88-16.88万,5250
202406,1977,探歌,大众,10.79-12.87万,5213
202406,6068,海狮07EV,比亚迪,18.18-23.98万,5193
202406,1290,五菱宏光,五菱汽车,4.65-6.09万,5136
202406,95,奥迪A3,奥迪,13.69-25.13万,5113
202406,9129,长安启源A05,长安启源,5.09-6.99万,5041
202406,9651,长安UNI-Z PHEV,长安,9.99-11.69万,4999
202406,9500,风云T9,奇瑞风云,11.99-17.39万,4990
202406,353,别克GL8,别克,23.29-47.39万,4962
202406,3068,亚洲龙,丰田,15.88-23.68万,4890
202406,2836,途岳,大众,7.99-16.29万,4882
202406,3736,凯迪拉克CT5,凯迪拉克,18.59-21.59万,4817
202406,5288,长安UNI-V,长安,9.39-13.99万,4747
202406,534,雷凌,丰田,8.18-11.68万,4643
202406,4635,欧拉好猫,欧拉,9.38-12.38万,4578
202406,3928,奔驰GLB,奔驰,31.19-36.79万,4563
202406,397,凌渡,大众,9.89-14.59万,4561
202406,8943,捷途山海T2,捷途,15.99-21.29万,4556
202406,405,途昂,大众,19.90-33.90万,4540
202406,9113,哈弗猛龙PHEV,哈弗,15.38-18.38万,4465
202406,9235,五菱星光PHEV,五菱汽车,7.98-9.58万,4456
202406,9128,ZEEKR 007,极氪,20.99-29.99万,4316
202406,6227,瑞虎9,奇瑞,13.79-18.89万,4277
202406,2832,传祺M6,广汽传祺,10.48-14.48万,4227
202406,9242,长安启源Q05,长安启源,6.39-7.99万,4196
202406,6298,iCAR 03,iCAR,9.48-15.48万,4195
202406,4840,皇冠陆放,丰田,28.48-33.28万,4190
202406,1293,五菱荣光V,五菱汽车,4.48-4.98万,4157
202406,579,蒙迪欧,福特,12.58-22.98万,4149
202406,10270,坦克400 Hi4-T,坦克,28.58-28.98万,4107
202406,8966,星纪元ET,星途,17.98-31.98万,4100
202406,3359,微蓝6,别克,11.28-16.89万,4096
202406,4586,ID.4 CROZZ,大众,13.99-23.36万,4094
202406,345,威朗,别克,12.89-15.89万,4079
202406,2875,英仕派,本田,18.28-22.98万,3975
202406,4567,北京越野BJ30,北京越野,8.99-12.69万,3947
202406,1623,领克03,领克,11.68-42.03万,3930
202406,4342,领克06,领克,9.76-11.76万,3863
202406,8989,风神L7 PHEV,东风风神,12.89-14.99万,3816
202406,164,北京越野BJ40,北京越野,13.98-26.99万,3749
202406,6363,极狐 阿尔法T5,ARCFOX极狐,11.98-16.80万,3702
202406,352,昂科威,别克,22.99-25.99万,3672
202406,9660,智己L6,智己汽车,20.49-34.59万,3623
202406,1094,瑞虎7,奇瑞,6.99-12.98万,3558
202406,2913,奔驰A级,奔驰,25.13-27.57万,3518
202406,5830,坦克500 Hi4-T,坦克,33.50-34.50万,3417
202406,267,奔腾B70,奔腾,9.88-13.79万,3353
202406,8979,宋L EV,比亚迪,17.98-24.98万,3283
202406,1621,传祺GS3,广汽传祺,6.98-9.28万,3267
202406,3171,捷达VS5,捷达,6.96-10.79万,3258
202406,6356,极狐 考拉,ARCFOX极狐,11.98-15.88万,3250
202406,4078,探影,大众,9.39-9.69万,3198
202406,100,奥迪Q3,奥迪,18.40-33.58万,3121
202406,8788,皓瀚,东风风神,8.99-12.99万,3102
202406,8858,银河E8,吉利银河,14.08-20.08万,3077
202406,348,君威,别克,15.98-17.58万,3004
202406,1014,马自达3 昂克赛拉,马自达,8.99-14.19万,2998
202406,4223,长安CS55 PLUS,长安,7.99-12.59万,2988
202406,5409,蔚来ET5,蔚来,29.80-35.60万,2979
202406,4302,奥迪A7L,奥迪,41.87-66.62万,2951
202406,9234,五菱星光EV,五菱汽车,9.28-10.28万,2929
202406,5924,岚图梦想家 PHEV,岚图,32.99-63.99万,2926
202406,1322,途胜,现代,15.98-22.58万,2780
202406,2849,捷途X90,捷途,13.99-17.29万,2777
202406,4258,ID.4 X,大众,13.99-22.34万,2760
202406,291,奥德赛,本田,17.58-37.98万,2740
202406,410,高尔夫,大众,12.48-15.34万,2706
202406,8884,豹5,方程豹,22.98-32.98万,2680
202406,5929,揽巡,大众,18.29-23.99万,2670
202406,6359,红旗HS3,红旗,10.58-13.28万,2653
202406,5439,长安欧尚Z6,长安欧尚,8.69-12.09万,2574
202406,4861,奔腾NAT,奔腾,13.98-16.48万,2489
202406,6233,探索06,奇瑞,8.49-15.49万,2485
202406,1281,沃尔沃S90,沃尔沃,27.90-50.59万,2485
202406,4357,蔚来EC6,蔚来,35.80-41.60万,2481
202406,9349,eπ007,东风奕派,11.99-15.56万,2426
202406,616,传祺GS4,广汽传祺,8.98-10.08万,2414
202406,9184,传祺E8 PHEV,广汽传祺,21.68-23.88万,2391
202406,6036,本田HR-V,本田,15.99-22.89万,2389
202406,741,博越,吉利汽车,8.28-10.88万,2372
202406,5244,捷途大圣,捷途,7.99-12.19万,2362
202406,8808,风云A8,奇瑞风云,7.99-10.99万,2356
202406,9225,智界S7,智界,22.98-34.98万,2306
202406,585,锐界,福特,19.88-29.18万,2294
202406,3094,科鲁泽,雪佛兰,9.49-10.89万,2286
202406,31,MG5,名爵,5.79-7.59万,2270
202406,1151,奇骏,日产,13.13-26.29万,2255
202406,9261,纳米01,东风纳米,6.58-10.18万,2251
202406,5322,smart精灵#1,smart,15.49-28.49万,2245
202406,2928,缤瑞,吉利汽车,7.48-9.48万,2220
202406,5461,小鹏G9,小鹏汽车,24.88-27.88万,2190
202406,4537,航海家,林肯,27.08-41.38万,2179
202406,6204,蓝电E5,蓝电,9.98-15.19万,2173
202406,1081,艾瑞泽5,奇瑞,5.39-7.59万,2135
202406,416,大众CC,大众,17.49-22.49万,2105
202406,3455,比亚迪e2,比亚迪,8.98-14.78万,2091
202406,6360,腾势N7,腾势,23.98-32.98万,2089
202406,5257,QQ冰淇淋,奇瑞新能源,2.59-5.29万,2074
202406,9118,智己LS6,智己汽车,20.99-28.29万,2013
202406,1291,五菱荣光,五菱汽车,4.09-4.75万,2010
202406,6211,豪越L,吉利汽车,10.99-15.39万,2009
202406,5339,威飒,丰田,17.48-26.18万,1969
202406,8834,阿维塔 12,阿维塔,26.99-70.00万,1959
202406,4760,岚图FREE,岚图,21.89-24.69万,1939
202406,5817,吉利几何E萤火虫,吉利几何,5.98-8.48万,1916
202406,6206,蓝山,魏牌,27.38-32.68万,1902
202406,617,传祺GS8,广汽传祺,15.48-24.08万,1849
202406,5827,五菱佳辰,五菱汽车,6.48-9.78万,1779
202406,3365,奕炫,东风风神,6.49-10.68万,1777
202406,8956,奔腾小马,奔腾,2.49-5.39万,1764
202406,1016,马自达CX-5,马自达,12.58-19.78万,1755
202406,282,艾力绅,本田,27.98-33.18万,1730
202406,5106,零跑C01,零跑汽车,12.61-14.81万,1720
202406,8942,宝马iX1,宝马,16.79-20.79万,1708
202406,6294,小鹏X9,小鹏汽车,34.48-40.48万,1687
202406,4426,AION V,埃安,12.18-18.18万,1680
202406,4787,影豹,广汽传祺,9.30-15.00万,1671
202406,1279,沃尔沃S60,沃尔沃,18.90-38.49万,1671
202406,37,MG7,名爵,10.78-16.39万,1667
202406,5059,金海狮,SRM鑫源,6.09-10.59万,1636
202406,244,威霆,奔驰,29.38-38.68万,1632
202406,861,凯迪拉克XT5,凯迪拉克,23.59-45.27万,1617
202406,3355,沃尔沃XC40,沃尔沃,18.50-35.48万,1610
202406,347,君越,别克,17.99-23.99万,1609
202406,9636,坦克700 Hi4-T,坦克,42.80-70.00万,1606
202406,3157,吉利几何A,吉利几何,11.98-12.98万,1574
202406,1323,现代ix35,现代,12.18-16.78万,1574
202406,1655,东风风神E70,东风风神,14.28-15.38万,1572
202406,3437,揽境,大众,20.19-30.19万,1555
202406,9312,哪吒X,哪吒汽车,8.98-12.48万,1542
202406,4284,探险者,福特,30.98-39.98万,1505
202406,3041,荣威i5,荣威,4.99-7.19万,1494
202406,4074,北京EU5,北京汽车,12.99-17.19万,1491
202406,1292,五菱之光,五菱汽车,3.51-3.79万,1488
202406,8803,奔腾T90,奔腾,10.88-13.98万,1463
202406,292,冠道,本田,18.98-27.98万,1453
202406,1101,小蚂蚁,奇瑞新能源,5.59-7.29万,1447
202406,8967,星途瑶光C-DM,星途,13.99-21.99万,1423
202406,279,本田XR-V,本田,11.99-13.99万,1380
202406,4792,星途凌云,星途,11.77-15.49万,1354
202406,6336,启辰大V DD-i,启辰,9.89-14.99万,1348
202406,8934,赛图斯,起亚,8.59-12.59万,1346
202406,4340,领克06 EM-P,领克,13.38-14.28万,1330
202406,4334,奥迪Q4 e-tron,奥迪,19.50-36.70万,1301
202406,3077,唐EV,比亚迪,21.98-26.98万,1300
202406,5982,五菱星驰,五菱汽车,5.08-7.98万,1295
202406,9029,云朵,宝骏,9.58-14.58万,1267
202406,1116,起亚K3,起亚,8.19-11.29万,1265
202406,6328,启辰VX6,启辰,11.49-13.99万,1263
202406,1594,哈弗M6,哈弗,7.19-9.29万,1243
202406,5388,领睿,福特,11.88-16.18万,1222
202406,1318,索纳塔,现代,13.98-18.68万,1215
202406,5953,星途瑶光,星途,12.98-18.68万,1174
202406,3052,长安CS35 PLUS,长安,6.99-8.19万,1155
202406,3351,启辰D60 EV,启辰,13.98-14.78万,1153
202406,1143,骐达TIIDA,日产,7.99-10.59万,1153
202406,5857,长安欧尚Z6 iDD新能源,长安欧尚,12.58-14.58万,1135
202406,4538,宝马iX3,宝马,22.50-26.00万,1135
202406,391,Polo,大众,6.59-9.99万,1121
202406,5847,护卫舰07,比亚迪,16.98-25.98万,1115
202406,3276,捷达VS7,捷达,8.79-12.39万,1109
202406,5440,林肯Z,林肯,18.88-31.58万,1102
202406,6070,狮铂拓界,起亚,12.38-23.78万,1093
202406,4986,凌放HARRIER,丰田,19.18-27.58万,1075
202406,3478,蔚来ET7,蔚来,42.80-51.60万,1071
202406,5283,领克09 EM-P,领克,27.48-31.48万,1063
202406,1628,启辰D60,启辰,8.88-9.98万,1062
202406,5037,五菱星辰,五菱汽车,6.38-9.28万,1040
202406,9374,风行星海V9,东风风行,19.99-27.99万,1035
202406,445,菱智,东风风行,5.99-9.99万,1035
202406,3352,小鹏P7,小鹏汽车,19.99-22.49万,1030
202406,5308,阿维塔 11,阿维塔,27.99-42.99万,1018
202406,9828,eπ008,东风奕派,16.36-19.86万,1016
202406,6087,传祺E9 PHEV,广汽传祺,29.98-40.98万,1004
202406,245,奔驰V级,奔驰,47.88-66.98万,996
202406,4783,长安UNI-K,长安,12.99-15.99万,995
202406,5898,小麒麟,江铃集团新能源,4.99-5.19万,992
202406,1182,荣威RX5,荣威,7.49-15.59万,992
202406,9346,捷途山海L9,捷途,14.99-21.29万,990
202406,9224,宝马i5,宝马,30.59-53.99万,986
202406,5034,库斯途,现代,17.18-22.08万,983
202406,1738,瑞虎5x,奇瑞,5.59-7.89万,973
202406,4542,远志M1,大运,17.48-31.88万,968
202406,283,飞度,本田,8.18-10.38万,961
202406,4313,发现运动版,路虎,38.83-39.99万,929
202406,336,标致408,标致,8.07-9.67万,929
202406,9125,荣威D7 EV,荣威,12.98-18.08万,915
202406,5935,世纪,别克,46.99-68.99万,914
202406,8930,曹操60,曹操汽车,12.98-16.98万,895
202406,10125,零跑C16,零跑汽车,13.51-16.91万,889
202406,6272,smart精灵#3,smart,16.49-28.99万,886
202406,1616,蔚来ES8,蔚来,49.80-59.80万,882
202406,4160,威然,大众,19.99-29.99万,880
202406,3981,冒险家,林肯,18.88-29.08万,880
202406,3334,锐际,福特,11.98-16.98万,867
202406,288,缤智,本田,10.49-12.49万,860
202406,1456,逸动EV,长安,14.99万,841
202406,340,标致4008,标致,12.97-13.97万,835
202406,6253,ZEEKR X,极氪,14.90-19.90万,821
202406,5579,海豹,比亚迪,16.78-23.98万,813
202406,9173,荣威D7 DMH,荣威,7.98-9.98万,811
202406,281,本田UR-V,本田,24.68-32.98万,801
202406,4391,e爱丽舍,东风富康,12.98-13.98万,800
202406,5886,锐胜王牌M7,北京汽车制造厂,6.18-15.38万,780
202406,5048,凡尔赛C5 X,雪铁龙,12.67-16.97万,776
202406,6208,奔驰EQE SUV,奔驰,48.60-63.06万,770
202406,5081,领克09,领克,22.78-23.48万,769
202406,9343,探陆,日产,20.98-27.18万,760
202406,1642,天逸 C5 AIRCROSS,雪铁龙,13.27-17.77万,759
202406,5872,帝豪L HiP,吉利汽车,8.98-9.98万,758
202406,9347,荣威D5X DMH,荣威,9.98-11.68万,747
202406,6124,哈弗二代大狗PHEV,哈弗,12.28-15.38万,737
202406,6271,别克E5,别克,16.99-21.39万,728
202406,6160,悦也,宝骏,5.58-8.98万,726
202406,9179,极狐 阿尔法S5,ARCFOX极狐,11.98-17.68万,715
202406,2984,大通G50,上汽大通MAXUS,7.68-13.98万,715
202406,9668,广汽丰田铂智4X,丰田,16.98-23.88万,714
202406,2963,奥迪Q2L,奥迪,12.98-19.00万,714
202406,798,捷豹XFL,捷豹,43.99-48.79万,714
202406,2880,吉利ICON,吉利汽车,9.19-11.39万,713
202406,4503,凌宝BOX,凌宝汽车,3.98-6.88万,703
202406,1789,捷豹XEL,捷豹,32.98-34.18万,703
202406,9350,福特烈马,福特,29.98-49.88万,701
202406,1475,欧诺S,长安凯程,4.69-5.44万,688
202406,1579,劲客,日产,7.98-9.38万,683
202406,10022,悦也Plus,宝骏,8.38-9.38万,682
202406,993,揽胜极光,路虎,39.28-47.58万,674
202406,8897,钇为3,江淮钇为,6.99-12.79万,659
202406,5992,标致408X,标致,13.17-15.77万,651
202406,6365,雅阁 PHEV,本田,17.58-20.88万,650
202406,5557,皓极,东风风神,11.99-14.69万,650
202406,5122,创维EV6,创维汽车,10.98-32.98万,650
202406,5871,创维HT-i,创维汽车,8.98-31.68万,643
202406,6313,马自达CX-50行也,马自达,15.98-23.98万,625
202406,5905,红旗HQ9,红旗,35.88-53.88万,621
202406,4961,ID.6 CROZZ,大众,19.59-27.39万,611
202406,4355,红旗H9,红旗,23.28-44.28万,609
202406,1712,风光S560,东风风光,6.79-7.89万,607
202406,4388,悦虎,大运,6.38-8.70万,604
202406,1792,沃尔沃XC60 PHEV,沃尔沃,39.09-60.39万,604
202406,1092,瑞虎3x,奇瑞,4.99-6.19万,603
202406,2971,凯迪拉克XT4,凯迪拉克,15.97-20.57万,602
202406,9237,起亚EV5,起亚,13.48-24.08万,594
202406,5153,启辰大V,启辰,9.98-12.88万,593
202406,6067,理想MEGA,理想汽车,52.98万,589
202406,5878,ZEEKR 009,极氪,43.90-78.90万,586
202406,5090,哪吒S,哪吒汽车,15.48-22.48万,584
202406,5417,红旗H6,红旗,13.58-19.58万,580
202406,4311,炫界,凯翼,6.39-9.49万,572
202406,5923,长安UNI-V 智电iDD,长安,10.79-11.99万,549
202406,1622,领克01,领克,12.58-16.68万,541
202406,9924,五菱缤果PLUS,五菱汽车,7.58-8.98万,540
202406,3164,凯迪拉克XT6,凯迪拉克,34.99-55.27万,535
202406,4989,奥迪Q5L Sportback,奥迪,30.50-42.98万,527
202406,8959,坦克300 Hi4-T,坦克,24.98万,523
202406,6117,远航H8,远航汽车,28.98-36.98万,523
202406,215,奔驰GLA,奔驰,29.99-34.69万,522
202406,4819,思皓花仙子,思皓,5.99-7.49万,521
202406,5842,腾势D9 EV,腾势,34.98-46.98万,519
202406,9187,传祺ES9 PHEV,广汽传祺,22.98-26.98万,518
202406,2989,帕萨特PHEV,大众,19.22-20.11万,517
202406,4980,飞凡R7,飞凡汽车,18.99-22.99万,513
202406,9454,星瑞L,吉利汽车,11.97-13.97万,511
202406,6118,远航Y6,远航汽车,26.98-33.98万,511
202406,6321,哈弗H5,哈弗,12.28-15.78万,510
202406,6303,高山,魏牌,33.58-40.58万,504
202406,9345,昊铂HT,昊铂,22.99-32.99万,502
202406,4422,北京X7,北京汽车,11.99-13.99万,501
202406,9186,IQ傲歌,凯迪拉克,23.97-26.97万,493
202406,3720,星途揽月,星途,16.99-19.99万,488
202406,1243,速派,斯柯达,11.99-13.99万,476
202406,768,瑞风M3,江淮瑞风,6.58-12.79万,467
202406,1820,秦EV,比亚迪,15.58-16.98万,455
202406,8947,红旗EH7,红旗,17.98-25.98万,450
202406,4182,凯迪拉克CT4,凯迪拉克,21.97-25.97万,448
202406,5093,宝骏KiWi EV,宝骏,8.78-10.28万,443
202406,9912,别克GL8 PHEV,别克,35.99-41.99万,439
202406,8994,e:NP2 极湃2,本田,15.98万,435
202406,4582,荣威i6 MAX EV,荣威,15.28-18.18万,432
202406,4353,长安UNI-T,长安,9.99-12.99万,427
202406,4209,VGV U70,中国重汽VGV,7.79-11.89万,423
202406,6235,仰望U8,仰望,109.80万,418
202406,4730,本田CR-V PHEV,本田,22.59-26.99万,416
202406,4425,探岳X,大众,16.79-19.79万,413
202406,6056,凯翼昆仑,凯翼,9.89-15.99万,403
202406,5364,奥迪Q6,奥迪,46.76-61.56万,400
202406,6311,昊铂GT,昊铂,20.39-21.99万,399
202406,2890,奕跑,起亚,5.88-7.28万,397
202406,5443,魔方,北京汽车,9.99-13.19万,391
202406,3028,易至EV3,江铃集团新能源,5.28-6.68万,391
202406,2151,红旗HS7,红旗,20.08-28.08万,389
202406,6137,飞凡F7,飞凡汽车,18.99-30.99万,387
202406,5385,凌宝Uni,凌宝汽车,2.98-3.98万,375
202406,4801,亚洲狮,丰田,14.18-17.98万,366
202406,4796,凌尚,丰田,10.58-13.58万,363
202406,437,风光330,东风风光,4.19-6.88万,363
202406,8795,哈弗枭龙MAX,哈弗,暂无报价,355
202406,4901,五菱征程,五菱汽车,6.98-9.08万,355
202406,6069,合创A06,合创汽车,13.98-26.98万,352
202406,5002,奥迪Q5 e-tron,奥迪,29.85-43.25万,350
202406,4990,奥迪Q3 Sportback,奥迪,19.60-34.10万,346
202406,859,凯迪拉克CT6,凯迪拉克,27.97-38.97万,343
202406,4339,飞行家,林肯,40.58-66.88万,342
